Time,pressure,h_ref_out,m_ref_in,m_ref_out,h_ref_in,m_cool,T_cool_in,T_ref_in,T_ref_out,T_cool_out,z_tpsh,gamma,eps_tp,eps_sh,fval,ef,,
92094,143.6451208,346.9118409,0.028636509,0.028636509,205.6147907,0.462986599,-7.648069024,-21.21335437,-21.234043,-10.26229191,1,0.447702099,0.204473183,-0.10863033,0.000138659,0,,
92096,143.5877653,346.7986699,0.028636509,0.028636509,205.6119577,0.46298087,-7.648069024,-21.22330409,-21.24399272,-10.31464878,1,0.160197121,0.203706071,-0.104679906,0.015582686,0,,
92098,143.5675408,346.7269194,0.028636509,0.028636509,205.6106428,0.462978571,-7.648069024,-21.22681254,-21.24750117,-10.35167467,1,0.482664568,0.204816415,-0.116779205,5.81E-05,0,,
92100,143.5602786,346.6643401,0.029628139,0.029628139,203.2715427,0.476442891,-7.761981355,-21.22733903,-21.24949429,-10.37866574,1,0.335168198,0.168414815,-0.008630143,0.00011109,2,,
92102,140.2859956,347.9175046,0.03,0.03,202.3147896,0.500016355,-7.804698479,-21.79506941,-21.81777468,-10.44650376,1,0.494682837,0.197468405,0.018272127,3.83E-08,0,,
92104,140.3036844,348.3414934,0.03,0.03,202.3190535,0.50000725,-7.804698479,-21.79200085,-21.81470611,-10.49705671,0.998163135,0.26291867,0.197047024,0.018037438,2.29E-06,2,,
92106,140.281186,348.3356422,0.03,0.03,202.3183601,0.500004322,-7.804698479,-21.79590377,-21.81860903,-10.53125699,0.998440469,0.494619188,0.197185875,0.017990902,1.14E-09,2,,
92108,140.2726012,348.3333551,0.03,0.03,202.318095,0.500002858,-7.804698479,-21.79739301,-21.82009828,-10.55507249,0.998551546,0.494791905,0.197214619,0.017949254,1.87E-09,2,,
92110,140.2690034,348.332243,0.03,0.03,202.3179825,0.477672249,-7.884693339,-21.79801713,-21.82072239,-10.57157054,0.998612242,0.49480085,0.165374162,-0.451583009,1.29E-09,2,,
92112,136.3852535,340.2329413,0.03,0.03,202.1357259,0.4181585,-7.951355723,-22.48200885,-22.50551075,-10.70235398,1,0.495860858,0.220272921,-0.545060293,1.61E-07,0,,
92114,136.1231864,338.7176066,0.03,0.03,202.1151164,0.418147922,-7.951355723,-22.52906593,-22.55256785,-10.80173923,1,0.962613708,0.222282075,-0.564937177,0.00132249,-2,,
92116,136.0527739,338.3614985,0.03,0.03,202.110022,0.418143204,-7.951355723,-22.54170931,-22.56521123,-10.87472961,1,0.961614784,0.222268178,-0.571796995,0.001190822,-2,,
92118,136.0281947,338.2635584,0.03,0.03,202.1084712,0.418140451,-7.951355723,-22.54612277,-22.56962469,-10.92756411,1,0.517204025,0.221826666,-0.574465699,0.000283406,0,,
92120,136.0155283,338.2252907,0.03,0.03,202.4543943,0.416058708,-7.961896639,-22.54839716,-22.57189908,-10.96782879,1,0.63658686,0.24071632,-1.416541881,0.002120577,0,,
92122,138.4597353,325.8342433,0.03,0.03,209.7057681,0.32666022,-8.18325589,-22.11187945,-22.13458469,-11.08524944,1,0.490074919,0.263745007,-1.673369288,2.71E-05,0,,
92124,137.8455476,322.3915885,0.03,0.03,209.6557607,0.326648435,-8.18325589,-22.21979655,-22.24329846,-11.16702563,1,0.380489347,0.268029575,-1.725022547,8.91E-05,2,,
92126,137.6953121,321.6665882,0.03,0.03,209.6446778,0.326643272,-8.18325589,-22.24677302,-22.27027494,-11.23200009,1,0.493823497,0.269259018,-1.736154708,1.02E-06,0,,
92128,137.655153,321.5119652,0.03,0.03,209.6420569,0.326640639,-8.18325589,-22.25398404,-22.27748595,-11.28218575,1,0.492384843,0.269430875,-1.739622606,4.49E-06,0,,
92130,137.6387811,321.4630692,0.03,0.03,214.6165904,0.321527386,-8.12670691,-22.2569238,-22.28042572,-11.32267674,1,0.501107325,0.371104896,-2.002082325,1.02E-05,0,,
92132,145.0604302,319.0612984,0.03,0.03,218.3094686,0.309324857,-8.087557616,-20.97115973,-20.99309628,-11.30200909,1,0.580646365,0.285565955,-2.098597329,0.009198969,0,,
92134,144.924047,317.6252992,0.03,0.03,218.2914888,0.309329825,-8.087557616,-20.99401779,-21.01595435,-11.2726823,1,0.986557206,0.288194121,-2.110097128,0.000708416,2,,
92136,144.9097808,317.4523293,0.03,0.03,218.289401,0.309331859,-8.087557616,-20.99640883,-21.01834539,-11.25038736,1,0.496684858,0.288242705,-2.109119177,5.75E-06,0,,
92138,144.9188945,317.4579818,0.03,0.03,218.2897778,0.309332866,-8.087557616,-20.99488135,-21.01681791,-11.23274754,1,0.537347078,0.287768526,-2.106917891,0.001066626,0,,
92140,144.9246752,317.4731957,0.029922103,0.029922103,218.3754222,0.307291729,-8.0930821,-20.99396863,-21.01579292,-11.21892211,1,0.984039822,0.28039627,-2.383939101,0.002602221,0,,
92142,143.6912856,313.6308603,0.029143129,0.029143129,219.147018,0.264432792,-8.148326944,-21.20497677,-21.22640374,-11.25818852,1,0.810998797,0.313018787,-2.456231948,0.00055997,0,,
92144,143.5155711,312.8453195,0.029143129,0.029143129,219.1332507,0.264429731,-8.148326944,-21.2354588,-21.25688577,-11.29146255,1,0.981304101,0.314065723,-2.467140208,0.002402704,0,,
92146,143.4699975,312.6751331,0.029143129,0.029143129,219.1300012,0.264428105,-8.148326944,-21.24336467,-21.26479164,-11.31885749,1,0.989733029,0.313878226,-2.472031588,0.000635425,2,,
92148,143.4536252,312.6255786,0.029143129,0.029143129,219.1289447,0.264427107,-8.148326944,-21.24620484,-21.26763182,-11.34146234,1,0.513303432,0.314191007,-2.475386504,0.000808276,0,,
92150,143.4463568,312.600641,0.029493667,0.029493667,218.5132296,0.271774366,-8.008645953,-21.24720426,-21.26915417,-11.36015634,1,0.987676442,0.313524023,-2.182975518,0.001172474,2,,
92152,143.9954976,316.1696928,0.03,0.03,217.6757579,0.300313298,-7.806884521,-21.15156453,-21.17426979,-11.28483154,1,0.496625892,0.293845633,-2.061755198,9.54E-06,0,,
92154,144.3630806,317.4036273,0.03,0.03,217.6996177,0.300328339,-7.806884521,-21.08805396,-21.11050341,-11.22877205,1,0.508392627,0.292201914,-2.034911277,0.00197498,0,,
92156,144.4877723,317.7851785,0.03,0.03,217.7075238,0.300334221,-7.806884521,-21.06713821,-21.08908227,-11.1848107,1,0.887601778,0.290055516,-2.026484147,0.003357362,0,,
92158,144.5336356,317.9110676,0.03,0.03,217.7103012,0.300336818,-7.806884521,-21.05945143,-21.08138799,-11.15028175,1,0.986970399,0.290534635,-2.024257902,0.000335845,2,,
92160,144.5526831,317.9591845,0.03,0.03,221.9613886,0.280931483,-8.057357185,-21.05625904,-21.07819561,-11.12190739,1,0.861470418,0.313249203,-2.504844516,0.000738473,0,,
92162,146.2056612,312.2984394,0.03,0.03,222.6433451,0.255428548,-8.0969055,-20.77921696,-20.8011535,-11.17372225,1,0.495695504,0.323286142,-2.652400699,4.00E-07,0,,
92164,145.7362701,310.4630031,0.03,0.03,222.6089261,0.255417511,-8.096905501,-20.85788774,-20.8798243,-11.20926997,1,0.807577808,0.328423641,-2.696283368,0.010234841,0,,
92166,145.5906967,310.0070912,0.03,0.03,222.5992859,0.255412642,-8.096905501,-20.8822861,-20.90422266,-11.23836964,1,0.912314158,0.328306054,-2.698332361,0.002921079,0,,
92168,145.5420182,309.8784765,0.03,0.03,222.5962797,0.255410448,-8.096905501,-20.89044471,-20.91238127,-11.26181158,1,0.510304738,0.328464314,-2.702834265,6.94E-05,0,,
92170,145.5213307,309.8300312,0.029990522,0.029990522,222.5955964,0.256485249,-8.167671408,-20.89391888,-20.91584159,-11.28166406,1,0.498499407,0.334864673,-2.674256689,1.36E-05,0,,
92172,145.8033973,310.3830775,0.029956399,0.029956399,222.6131981,0.265329916,-8.422428674,-20.84666895,-20.8685418,-11.3388043,1,0.867288598,0.324702882,-2.768650862,0.015692636,0,,
92174,145.5683946,309.9878656,0.029956399,0.029956399,222.6007485,0.265316622,-8.422428674,-20.88605583,-20.90792868,-11.3810674,1,0.986742781,0.324197904,-2.778436929,5.37E-05,2,,
92176,145.4587824,309.7437459,0.029956399,0.029956399,222.5943862,0.265311158,-8.422428674,-20.90442703,-20.92629989,-11.41432745,1,0.627067951,0.323512898,-2.78961961,0.000294816,0,,
92178,145.4109055,309.6311721,0.029956399,0.029956399,222.5915517,0.26530864,-8.422428674,-20.91245128,-20.93432413,-11.44107727,1,0.984970982,0.324040333,-2.787977207,4.70E-05,2,,
92180,145.386881,309.632763,0.026848502,0.026848502,222.7946183,0.232650574,-8.636879099,-20.91862897,-20.93619955,-11.46407268,1,0.930096064,0.316364007,-3.182604852,0.004485194,0,,
92182,143.3156975,305.7928172,0.026848502,0.026848502,222.6713983,0.200025058,-8.636879099,-21.27175217,-21.28993845,-11.55869983,1,0.503511532,0.361518323,-3.270252862,7.95E-05,0,,
92184,143.0043451,304.8680116,0.026848502,0.026848502,222.6491197,0.200017104,-8.636879099,-21.32576395,-21.34395023,-11.64118806,1,0.568467066,0.367265774,-3.303226114,0.021754432,0,,
92186,142.8834443,304.5551137,0.026848502,0.026848502,222.6409824,0.200012521,-8.636879099,-21.34673717,-21.36492345,-11.71187217,1,0.958501773,0.36581082,-3.323678094,0.006924356,0,,
92188,142.8273431,304.4231689,0.026848502,0.026848502,222.6373536,0.200009715,-8.636879099,-21.35646931,-21.3746556,-11.77235845,1,0.900935508,0.365523829,-3.333340677,0.018778995,0,,
92190,142.7974748,304.3906335,0.024792237,0.024792237,222.8005026,0.220470684,-8.950942094,-21.36298191,-21.37850579,-11.82478817,1,0.496685265,0.445166297,-2.662864053,0.000257899,0,,
92192,148.0302537,312.9981633,0.024483797,0.024483797,223.1493922,0.247079986,-8.998051543,-20.477074,-20.49168648,-11.8509395,1,0.595486089,0.314804152,-2.60500546,0.005114396,0,,
92194,148.1256099,313.9082197,0.024483797,0.024483797,223.1656933,0.247066762,-8.998051543,-20.46109214,-20.47570461,-11.85883242,1,0.979155538,0.314692818,-2.610290971,0.015913512,0,,
92196,148.0560721,313.8770467,0.024483797,0.024483797,223.1625447,0.247061421,-8.998051543,-20.4727468,-20.48735927,-11.86314074,1,0.97111673,0.314593145,-2.607711875,0.016049284,0,,
92198,148.0085786,313.7833389,0.024483797,0.024483797,223.1593926,0.24705935,-8.998051543,-20.48070679,-20.49531926,-11.86603452,1,0.501249897,0.313268995,-2.615420154,4.31E-05,0,,
92200,147.9829246,313.7184808,0.024755474,0.024755474,223.066406,0.239896473,-8.867424886,-20.4848414,-20.49978398,-11.86832781,1,0.975025288,0.28984467,-3.078012203,0.001521686,2,,
92202,143.942241,307.2964386,0.025376449,0.025376449,222.6184234,0.199979094,-8.568849669,-21.16403226,-21.18027942,-11.87303089,1,0.870195252,0.354057265,-3.058997255,0.011900795,0,,
92204,143.9435197,306.7709556,0.025376449,0.025376449,222.6118689,0.199991382,-8.568849669,-21.16381043,-21.18005759,-11.88837741,1,0.492908149,0.35660495,-3.055401683,8.47E-07,0,,
92206,144.0508737,306.9189584,0.025376449,0.025376449,222.6178682,0.199997025,-8.568849669,-21.14518723,-21.16143439,-11.90395274,1,0.848438708,0.355689233,-3.031298553,0.013989063,0,,
92208,144.1209928,307.0665138,0.025376449,0.025376449,222.6224249,0.199999525,-8.568849669,-21.13302334,-21.1492705,-11.91815814,1,0.52605123,0.355958376,-3.035119175,6.68E-07,2,,
92210,144.1596639,307.141621,0.026215899,0.026215899,222.65135,0.200000651,-8.755314751,-21.12575713,-21.1431198,-11.93095597,1,0.615342924,0.329221046,-3.426836426,2.63E-05,2,,
92212,142.2043519,303.6963679,0.027307185,0.027307185,222.5739788,0.200033351,-8.997719357,-21.46422927,-21.48304211,-12.00852628,1,0.494723921,0.366074909,-3.61644756,1.25E-05,0,,
92214,141.785542,302.6297427,0.027307185,0.027307185,222.5463483,0.200019863,-8.997719357,-21.53688221,-21.55569506,-12.07400464,1,0.493597746,0.36918089,-3.668881644,1.56E-05,0,,
92216,141.5989932,302.1921974,0.027307185,0.027307185,222.5344319,0.200012816,-8.997719357,-21.5692437,-21.58805655,-12.12899615,1,0.49234161,0.370342009,-3.694104772,8.70E-07,0,,
92218,141.5087953,301.9889814,0.027307185,0.027307185,222.5287566,0.20000894,-8.997719357,-21.58489076,-21.60370361,-12.17558509,1,0.488874741,0.370853039,-3.701658983,2.19E-05,2,,
92220,141.4593775,301.927331,0.024314992,0.024314992,220.278449,0.227555254,-9.046285939,-21.59535132,-21.61038852,-12.2167386,1,0.989912224,0.36705623,-2.306695606,0.011428797,2,,
92222,147.7750579,318.3222726,0.022719156,0.022719156,219.5815642,0.28446322,-9.072188116,-20.52086021,-20.53344282,-12.13909089,1,0.496188768,0.285468398,-2.021336532,6.34E-10,2,,
92224,148.5910562,321.7804645,0.022719156,0.022719156,219.6684565,0.284461647,-9.072188116,-20.38409744,-20.39668003,-12.06304285,1,0.496304696,0.276717999,-1.970382768,3.31E-09,2,,
92226,148.765863,322.5103712,0.022719156,0.022719156,219.6869301,0.284462406,-9.072188116,-20.35479951,-20.36738209,-11.99835808,1,0.495831841,0.274811801,-1.960389101,1.11E-09,0,,
92228,148.8026876,322.6545744,0.022719156,0.022719156,219.69067,0.284463668,-9.072188116,-20.34862764,-20.36121023,-11.94586865,1,0.496272619,0.274483122,-1.958078501,1.20E-08,0,,
92230,148.8141297,322.6889265,0.022658535,0.022658535,219.2618551,0.283924775,-9.089984375,-20.34674247,-20.35925998,-11.90221343,1,0.553773964,0.105187953,-1.76605142,7.41E-07,2,,
92232,138.7090885,322.8339988,0.021324875,0.021324875,209.4436019,0.259666167,-9.481502076,-22.07423831,-22.0857129,-11.99867664,1,0.493530874,0.271428691,-1.706757506,1.93E-07,2,,
92234,138.6721737,324.296109,0.021324875,0.021324875,209.4670917,0.259648695,-9.481502076,-22.08064209,-22.09211667,-12.09267348,1,0.493851711,0.271390453,-1.697271383,8.90E-07,2,,
92236,138.6392748,324.4098499,0.021324875,0.021324875,209.4677785,0.259640681,-9.481502076,-22.08634922,-22.09782379,-12.16771722,1,0.473577774,0.270436923,-1.704520592,0.000186902,0,,
92238,138.5821584,324.2996177,0.021324875,0.021324875,209.4637348,0.259636694,-9.481502076,-22.09625747,-22.10773205,-12.22889483,1,0.473217865,0.270578398,-1.711715593,0.000191235,0,,
92240,138.5448975,324.1999749,0.021979182,0.021979182,210.8932035,0.243163343,-9.298169735,-22.10235981,-22.11455738,-12.27961901,1,0.925654199,0.266621481,-2.485866552,0.003666995,0,,
92242,136.0357185,314.3577519,0.022482496,0.022482496,211.7504668,0.201344179,-9.157144858,-22.54992216,-22.56312334,-12.33408416,1,0.977077166,0.325591888,-2.654410467,0.032278515,0,,
92244,135.6279813,312.32813,0.022482496,0.022482496,211.704492,0.201352857,-9.157144858,-22.62313597,-22.63633717,-12.38929373,1,0.925698182,0.324782669,-2.685105074,0.001747773,0,,
92246,135.5982666,312.0644243,0.022482496,0.022482496,211.6994021,0.201356317,-9.157144858,-22.62847158,-22.64167278,-12.43978989,1,0.760127155,0.325537902,-2.686992146,0.004102598,0,,
92248,135.625614,312.0961906,0.022482496,0.022482496,211.7009109,0.20135748,-9.157144858,-22.62356104,-22.63676224,-12.48413381,1,0.811744306,0.327373257,-2.674431158,0.024778787,0,,
92250,135.646531,312.0851983,0.025558969,0.025558969,207.0683615,0.220603587,-8.828374209,-22.61784976,-22.63496175,-12.52294854,1,0.834748846,0.287277766,-2.542305281,0.00480115,0,,
92252,130.302983,312.8416589,0.026206648,0.026206648,205.9262979,0.247917884,-8.759159335,-23.58830205,-23.60686749,-12.49610391,1,0.50661561,0.30214953,-2.369316308,0.001597173,0,,
92254,130.7389617,314.4521091,0.026206648,0.026206648,205.9582017,0.24793191,-8.759159335,-23.50726692,-23.52583235,-12.48855356,1,0.500290096,0.299970934,-2.3153525,6.98E-05,0,,
92256,130.9121902,314.9996895,0.026206648,0.026206648,205.9698822,0.247937728,-8.759159335,-23.47506904,-23.49363447,-12.48313907,1,0.537102016,0.298668166,-2.2973853,1.12E-05,2,,
92258,130.9748619,315.1903884,0.026206648,0.026206648,205.9740277,0.247940057,-8.759159335,-23.46342028,-23.48198571,-12.47910831,1,0.986364576,0.298339836,-2.291522187,0.003429874,2,,
92260,131.0007561,315.2922028,0.025105288,0.025105288,205.4879655,0.241348462,-8.633310841,-23.45936224,-23.47641786,-12.47584622,1,0.496589862,0.285267284,-2.195806951,1.54E-05,0,,
92262,130.5978414,316.0469705,0.024517897,0.024517897,205.2232942,0.227715327,-8.566191644,-23.53465439,-23.55090479,-12.46390396,1,0.495600844,0.304122517,-2.134609049,1.41E-06,0,,
92264,130.7885342,316.6005482,0.024517897,0.024517897,205.2365974,0.227721786,-8.566191644,-23.49921043,-23.51546082,-12.45689557,1,0.513922171,0.302563327,-2.114680873,0.000403471,0,,
92266,130.8697156,316.8378292,0.024517897,0.024517897,205.2422809,0.227724713,-8.566191644,-23.48412129,-23.50037168,-12.45150779,1,0.92703231,0.301515989,-2.098221901,0.006764548,0,,
92268,130.9041585,316.9367135,0.024517897,0.024517897,205.2446703,0.227725991,-8.566191644,-23.4777194,-23.49396978,-12.44726324,1,0.535667989,0.301798798,-2.099622093,0.000834899,0,,
92270,130.9206922,317.0133405,0.023148594,0.023148594,204.894176,0.244291428,-8.628573869,-23.47551199,-23.49003099,-12.44366819,1,0.499227914,0.380579905,-1.215014436,5.51E-06,2,,
92272,136.4332766,329.2153288,0.022268327,0.022268327,205.0482693,0.282139009,-8.668676727,-22.47866122,-22.4916122,-12.35532695,1,0.495811888,0.258977987,-1.057224009,1.12E-07,0,,
92274,136.9559929,331.6526514,0.022268327,0.022268327,205.1043321,0.2821373,-8.668676727,-22.38480161,-22.39775258,-12.27150496,1,0.495928867,0.253748902,-1.023528287,3.11E-07,0,,
92276,137.0652533,332.1693256,0.022268327,0.022268327,205.1161837,0.282138056,-8.668676727,-22.36518266,-22.37813363,-12.20145661,1,0.495904563,0.252748332,-1.01598161,5.79E-07,0,,
92278,137.0926678,332.2854615,0.022268327,0.022268327,205.1189493,0.282139361,-8.668676727,-22.36026009,-22.37321106,-12.14450028,1,0.495937376,0.25253358,-1.015937832,8.40E-08,0,,
92280,137.1032554,332.288425,0.023409455,0.023409455,206.5241344,0.276310289,-8.622270882,-22.35763968,-22.37202923,-12.09712311,1,0.494828191,0.231395875,-1.978683635,6.77E-07,2,,
92282,135.4190388,318.8352715,0.026017746,0.026017746,209.5230228,0.243829669,-8.516200378,-22.65841568,-22.67609341,-12.09628806,1,0.851757661,0.301606077,-2.201011794,0.017805212,0,,
92284,134.8761578,315.9114341,0.026017746,0.026017746,209.4711667,0.243835445,-8.516200378,-22.75589609,-22.77357384,-12.10015786,1,0.511281303,0.302392074,-2.246033198,0.001274495,0,,
92286,134.8006618,315.4661265,0.026017746,0.026017746,209.4635268,0.243837524,-8.516200378,-22.76945225,-22.78713,-12.1059488,1,0.517767403,0.302506398,-2.250709093,0.000528886,0,,
92288,134.800574,315.4279376,0.026017746,0.026017746,209.4630932,0.243838258,-8.516200378,-22.769468,-22.78714576,-12.11134922,1,0.520890726,0.302632106,-2.247519334,0.000632203,0,,
92290,134.8072898,315.4659365,0.024929901,0.024929901,212.551316,0.246180139,-8.622475008,-22.7689503,-22.78525167,-12.11610163,1,0.987950319,0.377368012,-1.926109779,0.000276841,2,,
92292,148.9815148,322.7769607,0.022443399,0.022443399,220.3072323,0.259232428,-8.865388446,-20.31880763,-20.33108671,-12.07095441,1,0.495554564,0.286539922,-1.997208305,3.14E-08,2,,
92294,148.8370951,321.6773938,0.022443399,0.022443399,220.2834967,0.259221932,-8.865388446,-20.34301263,-20.35529171,-12.00246911,1,0.542865227,0.283652504,-2.029240196,0.010807354,0,,
92296,148.6701897,321.2153156,0.022443399,0.022443399,220.2693696,0.259218815,-8.865388446,-20.37098628,-20.38326537,-11.9448871,1,0.497949666,0.286943227,-2.038582045,6.62E-05,0,,
92298,148.6163467,321.0625476,0.022443399,0.022443399,220.2647523,0.259218418,-8.865388446,-20.38001046,-20.39228955,-11.89777256,1,0.719862114,0.286628431,-2.045977673,0.004582891,0,,
92300,148.5993936,320.9752739,0.0245189,0.0245189,215.4436077,0.279806809,-8.878372739,-20.38165918,-20.39632357,-11.85785631,1,0.492835234,0.214267967,-1.865227903,2.85E-08,0,,
92302,143.9284299,322.2487825,0.024716567,0.024716567,214.8352281,0.304312683,-8.879609339,-21.16684501,-21.18225841,-11.82156274,1,0.49427061,0.269137637,-1.781107469,5.19E-07,0,,
92304,144.1362073,323.4432132,0.024716567,0.024716567,214.8584745,0.304312493,-8.879609339,-21.13080089,-21.14621428,-11.80152041,1,0.491938778,0.267231093,-1.764760931,2.53E-06,2,,
92306,144.1827618,323.6744926,0.024716567,0.024716567,214.8632059,0.304312805,-8.879609339,-21.12272485,-21.13813824,-11.78481167,1,0.491664803,0.266798784,-1.761752722,3.38E-06,0,,
92308,144.1933995,323.7211758,0.024716567,0.024716567,214.8642057,0.304313187,-8.879609339,-21.12087948,-21.13629287,-11.77137554,1,0.491669865,0.266696119,-1.763186212,3.39E-06,0,,
92310,144.1965206,323.7024357,0.026023738,0.026023738,213.3388762,0.318060375,-9.079879385,-21.11947806,-21.13661143,-11.76026906,1,0.494721592,0.222690051,-1.715206793,1.09E-08,2,,
92312,140.9826213,323.9743473,0.027449742,0.027449742,211.571639,0.361825038,-9.2983558,-21.67607021,-21.69507995,-11.82264414,1,0.49429806,0.249739169,-1.74831247,2.16E-07,0,,
92314,140.7731076,323.8954423,0.027449742,0.027449742,211.5637135,0.361805964,-9.2983558,-21.71241555,-21.73142529,-11.87071546,1,0.493355156,0.250748912,-1.761981372,1.65E-06,0,,
92316,140.6859087,323.6982254,0.027449742,0.027449742,211.5586734,0.361800093,-9.2983558,-21.72754236,-21.74655211,-11.90597774,1,0.493200158,0.251187336,-1.768909517,2.69E-06,0,,
92318,140.6513576,323.6003958,0.027449742,0.027449742,211.5564685,0.361797731,-9.2983558,-21.7335361,-21.75254585,-11.93320499,1,0.492678055,0.251436624,-1.768677818,2.87E-06,0,,
92320,140.6412047,323.6015618,0.026042826,0.026042826,213.8515701,0.368988954,-9.091790306,-21.73621929,-21.7533852,-11.95353246,1,0.541206019,0.362606039,-1.326477203,0.000345222,0,,
92322,150.0999334,331.6947268,0.024508008,0.024508008,216.8183711,0.391819241,-8.866446131,-20.13017753,-20.1448189,-11.77758857,1,0.530803437,0.233454617,-1.230170192,0.000959325,0,,
92324,150.5897242,332.8186628,0.024508008,0.024508008,216.8517197,0.391843016,-8.866446131,-20.04808771,-20.06272907,-11.63363653,1,0.49542,0.230296342,-1.20039358,9.03E-07,2,,
92326,150.7244089,333.2361394,0.024508008,0.024508008,216.8624105,0.3918517,-8.866446131,-20.02551432,-20.04015568,-11.52710071,1,0.495470157,0.229595319,-1.189991929,3.06E-06,2,,
92328,150.7760013,333.3950531,0.024508008,0.024508008,216.8664923,0.391856157,-8.866446131,-20.01686734,-20.0315087,-11.44749033,1,0.495428819,0.229363803,-1.185711406,5.62E-06,0,,
92330,150.7984869,333.4609846,0.024417723,0.024417723,216.6061002,0.395416177,-8.831256738,-20.01315148,-20.02768728,-11.38541787,1,0.493958432,0.269073503,-0.463906917,5.27E-09,2,,
92332,153.3855659,343.7522204,0.023469735,0.023469735,214.1046933,0.473622825,-8.461768108,-19.59429209,-19.60726551,-11.15235563,1,0.640684547,0.198163833,-0.207295094,4.69E-06,2,,
92334,154.1539881,347.0702631,0.023469735,0.023469735,214.1837846,0.473646794,-8.461768108,-19.46985786,-19.48283126,-10.99004221,1,0.328669052,0.196104407,-0.142176583,4.03E-05,2,,
92336,154.3551938,347.9461385,0.023469735,0.023469735,214.2046489,0.473655482,-8.461768108,-19.43727567,-19.45024906,-10.8751185,1,0.494704201,0.194487046,-0.123132248,4.48E-08,0,,
92338,154.4174383,348.1988,0.023469735,0.023469735,214.210822,0.473660309,-8.461768108,-19.42719612,-19.44016952,-10.79228837,1,0.49461684,0.194162012,-0.116887154,2.93E-08,0,,
92340,154.437733,348.2821982,0.022495884,0.022495884,215.5800176,0.478419844,-8.37902954,-19.4244336,-19.43635921,-10.73439716,1,0.392365224,0.234377592,0.038813794,3.70E-07,2,,
92342,158.1043104,350.6784571,0.02222537,0.02222537,216.1396452,0.485804383,-8.356046604,-18.83295172,-18.84419336,-10.62219654,0.991285167,0.446144991,0.187397271,0.039181275,9.87E-07,2,,
92344,158.210683,350.6952055,0.02222537,0.02222537,216.1439382,0.485813061,-8.356046604,-18.81630802,-18.82754966,-10.53734657,0.990681628,0.42772752,0.186660982,0.039369936,1.26E-06,2,,
92346,158.2384259,350.7008576,0.02222537,0.02222537,216.1450788,0.485817038,-8.356046604,-18.81196718,-18.82320883,-10.47723522,0.990380522,0.408404818,0.186524544,0.039539469,2.69E-06,2,,
92348,158.2507194,350.7035706,0.02222537,0.02222537,216.1455882,0.485819429,-8.356046604,-18.81004367,-18.82128531,-10.43478951,0.990224719,0.417864433,0.186483445,0.038676999,1.73E-06,2,,
92350,158.2574975,350.6941801,0.022738624,0.022738624,216.4582372,0.475448887,-8.361452236,-18.80871734,-18.82049055,-10.40571764,0.990130211,0.552587171,0.167403038,-0.289568797,6.44E-09,2,,
92352,156.0029826,346.2660379,0.023298537,0.023298537,216.6455458,0.442460805,-8.36734929,-19.17053571,-19.18332057,-10.43981455,1,0.494770353,0.202349587,-0.361201345,2.08E-08,0,,
92354,155.8276278,345.30711,0.023298537,0.023298537,216.62383,0.442459142,-8.36734929,-19.19893174,-19.2117166,-10.46774736,1,0.494248377,0.20351299,-0.377789137,3.03E-07,0,,
92356,155.7834496,345.0829663,0.023298537,0.023298537,216.6186406,0.442458062,-8.36734929,-19.20608573,-19.2188706,-10.48851159,1,0.494426289,0.203818409,-0.381201349,2.01E-07,0,,
92358,155.7725027,345.0355519,0.023298537,0.023298537,216.6174844,0.442457323,-8.36734929,-19.20785841,-19.22064327,-10.50323805,1,0.494876455,0.203883175,-0.378416197,3.91E-08,0,,
92360,155.7683496,345.0713702,0.020719326,0.020719326,221.1174293,0.457470213,-8.576989534,-19.20979572,-19.22005102,-10.51451464,1,0.508811889,0.371914119,0.043715061,0.000360488,0,,
92362,169.7295741,351.9444247,0.018355049,0.018355049,226.0562436,0.500007286,-8.769159758,-17.04143689,-17.04884669,-10.46015696,0.994248139,0.495348728,0.176360933,0.038791458,3.59E-09,2,,
92364,169.6208792,351.8909674,0.018355049,0.018355049,226.0499885,0.499995487,-8.769159757,-17.05787032,-17.06528013,-10.4018105,0.999870975,0.495056156,0.177097865,0.037839232,6.57E-10,2,,
92366,169.5873798,351.8782503,0.018355049,0.018355049,226.0481625,0.499995307,-8.769159757,-17.06293505,-17.07034485,-10.36118816,1,0.495738269,0.177439861,0.037268199,1.06E-07,2,,
92368,169.584464,351.8723603,0.018355049,0.018355049,226.0478737,0.499996409,-8.769159757,-17.06337588,-17.07078569,-10.33360424,1,0.495634427,0.177538457,0.038665516,2.57E-07,0,,
92370,169.5885006,351.8864347,0.017428063,0.017428063,226.4333958,0.499997604,-8.97781923,-17.06312293,-17.06981808,-10.31330608,1,0.494688127,0.192858027,0.046035266,1.97E-05,0,,
92372,170.9275136,352.086504,0.016714996,0.016714996,226.7993564,0.500023914,-9.138326517,-16.86095419,-16.8670996,-10.37368034,0.994074349,0.49599948,0.169026207,0.045193023,9.34E-14,2,,
92374,170.6714281,352.0414853,0.016714996,0.016714996,226.7857935,0.500007477,-9.138326517,-16.89967141,-16.90581683,-10.41462132,0.996828481,0.495231865,0.171415711,0.044911948,8.30E-10,2,,
92376,170.625922,352.0342136,0.016714996,0.016714996,226.783406,0.500003815,-9.138326517,-16.90655143,-16.91269685,-10.44302683,0.997217436,0.495250791,0.171825022,0.044839806,1.06E-09,2,,
