Time,pressure,h_ref_out,m_ref_in,m_ref_out,h_ref_in,m_cool,T_cool_in,T_ref_in,T_ref_out,T_cool_out,z_tpsh,gamma,eps_tp,eps_sh,fval,ef,,
0,150,262.264758,0.02,0.02,212.6379675,0.175,-6.5,-20.14937132,-20.15912314,-6.5,1,0.49569099,0.456796947,-1.253823782,7.03E-09,2,,0.99253581
2,154.4420631,329.7316117,0.02,0.02,214.201502,0.350087843,-6.5,-19.4249841,-19.43440634,-7.130785194,1,0.498538435,0.261157183,0.080434327,9.77E-06,0,,
4,159.4764256,351.501596,0.02,0.02,214.8632818,0.350056475,-6.5,-18.61933114,-18.01296727,-7.611221626,0.929669303,0.495365991,0.213700971,0.076169092,7.90E-08,2,,
6,160.2784445,351.5212928,0.02,0.02,214.8950589,0.350043064,-6.5,-18.49384238,-17.96469785,-7.92999812,0.935949303,0.49525484,0.203851619,0.075438715,6.12E-11,2,,
8,160.205318,351.5039182,0.02,0.02,214.8918266,0.350033266,-6.5,-18.50528419,-17.98733834,-8.177295533,0.936935471,0.494220148,0.203868386,0.074911752,2.50E-13,2,,
10,160.1481639,351.4906871,0.02,0.02,214.8893073,0.350025664,-6.5,-18.51422686,-18.00462188,-8.369470043,0.937703253,0.494537773,0.203901243,0.074520308,6.65E-13,2,,
12,160.1047715,351.4807596,0.02,0.02,214.8873967,0.350019896,-6.5,-18.52101631,-18.01760322,-8.515473543,0.938279048,0.494583211,0.203925641,0.074222289,2.64E-12,2,,
14,160.0717939,351.4732023,0.02,0.02,214.8859441,0.3500155,-6.5,-18.52617618,-18.02748192,-8.626842217,0.938717288,0.495173546,0.203886928,0.073958235,1.99E-13,2,,
16,160.042619,351.4665104,0.02,0.02,214.8846588,0.350011605,-6.5,-18.53074106,-18.03622781,-8.725565298,0.939105305,0.495044673,0.203931474,0.073775039,3.14E-13,2,,
18,160.0224531,351.4618708,0.02,0.02,214.88377,0.350008906,-6.5,-18.53389634,-18.04228881,-8.794025158,0.939374053,0.49513772,0.203928665,0.068595185,2.40E-14,2,,
20,160.0072754,351.388024,0.023392387,0.023392387,217.3194027,0.372194557,-6.363052039,-18.53454058,-18.12938803,-8.845594653,0.939576074,0.495008591,0.231413471,0.030450154,7.14E-10,2,,
22,161.033812,350.9717119,0.024846268,0.024846268,218.3946084,0.413383871,-6.304360056,-18.37318076,-18.38722909,-8.847365013,0.989281899,0.494953111,0.210346078,0.031122769,1.65E-09,2,,
24,161.1778809,350.9994858,0.024846268,0.024846268,218.400125,0.413391628,-6.304360056,-18.35063886,-18.36468719,-8.850011648,0.988087497,0.494031783,0.209315969,0.031318651,3.72E-13,2,,
26,161.2069304,351.0053969,0.024846268,0.024846268,218.4012411,0.413393226,-6.304360056,-18.34609359,-18.36014193,-8.851927527,0.987813402,0.495093812,0.209107885,0.031358307,3.97E-10,2,,
28,161.2127861,351.0066188,0.024846268,0.024846268,218.4014665,0.413393527,-6.304360056,-18.34517737,-18.3592257,-8.853365538,0.987754788,0.494994222,0.209050056,0.030906257,8.31E-11,2,,
30,161.2128622,351.0002604,0.025108364,0.025108364,217.8537327,0.414250642,-6.329982296,-18.3450056,-18.35937368,-8.854404419,0.98775499,0.494495306,0.072766926,-0.090001565,2.51E-10,2,,
32,149.4859857,347.7402111,0.028777713,0.028777713,209.8025334,0.439154003,-6.68869366,-20.23030405,-20.25048983,-9.043178718,1,0.49875201,0.210558656,-0.055570842,6.27E-05,0,,
34,149.3024667,348.297345,0.028777713,0.028777713,209.8025514,0.439130737,-6.68869366,-20.26106218,-20.28124794,-9.195791288,1,0.50466913,0.21135568,-0.060029808,0.000344738,0,,
36,149.2391895,348.2305867,0.028777713,0.028777713,209.7999175,0.439122275,-6.68869366,-20.27166755,-20.29185331,-9.305143855,1,0.499859791,0.211598826,-0.064557933,2.44E-05,0,,
38,149.2050971,348.1451764,0.028777713,0.028777713,209.7979951,0.43911771,-6.68869366,-20.2773815,-20.29756727,-9.385222466,1,0.495393471,0.211664288,-0.065030159,2.33E-06,2,,
40,149.1863782,348.1318615,0.027425065,0.027425065,217.4738714,0.433888752,-6.855901699,-20.2814377,-20.2997857,-9.441819102,1,0.495673765,0.320075754,-0.257626496,1.31E-08,2,,
42,159.7645825,346.8076946,0.026974182,0.026974182,220.4038667,0.425180384,-6.911637712,-18.57051779,-18.58707477,-9.457952071,1,0.498709119,0.216966975,-0.441123469,5.59E-05,0,,
44,159.3939157,344.1409198,0.026974182,0.026974182,220.3580466,0.425172014,-6.911637712,-18.62851455,-18.64507155,-9.445753993,1,0.49701661,0.218992675,-0.482000027,1.04E-05,0,,
46,159.2815395,343.5174298,0.026974182,0.026974182,220.3464368,0.425170579,-6.911637712,-18.64609761,-18.66265462,-9.437147955,1,0.497614654,0.219809912,-0.489596892,1.60E-05,0,,
48,159.2626668,343.4026291,0.026974182,0.026974182,220.344364,0.425170544,-6.911637712,-18.64905056,-18.66560756,-9.431137631,1,0.50034684,0.219967815,-0.491423655,4.42E-05,0,,
50,159.2602403,343.3731592,0.027421814,0.027421814,217.180681,0.425470993,-7.080749218,-18.64915078,-18.66626668,-9.426585726,1,0.341627231,0.110317201,-0.47678316,0.005621043,0,,
52,151.3275014,342.1383471,0.027906749,0.027906749,213.4867103,0.426460087,-7.26395335,-19.92488052,-19.94322131,-9.563975979,1,0.49549272,0.217701219,-0.450134758,6.65E-07,0,,
54,151.1646959,342.6573907,0.027906749,0.027906749,213.4869711,0.426440176,-7.26395335,-19.95124438,-19.96958516,-9.674397759,1,0.497010559,0.218438499,-0.453111842,7.85E-07,2,,
56,151.1042749,342.6000632,0.027906749,0.027906749,213.4843313,0.426433242,-7.26395335,-19.96102863,-19.97936941,-9.754613408,1,0.496698037,0.218660516,-0.457316145,4.97E-06,0,,
58,151.0769953,342.530464,0.027906749,0.027906749,213.4826618,0.426430042,-7.26395335,-19.96544616,-19.98378694,-9.81127718,1,0.497083339,0.218738108,-0.456626044,1.21E-05,0,,
60,151.0607537,342.5383906,0.025876698,0.025876698,212.856591,0.394067271,-7.343894768,-19.96933735,-19.98515589,-9.855503578,1,0.496861471,0.181631004,-0.66677555,1.94E-06,0,,
62,148.0037141,338.7205582,0.024861672,0.024861672,212.386956,0.329363959,-7.383865477,-20.4812949,-20.49636177,-9.973524029,1,0.496972847,0.240637448,-0.71315894,1.50E-06,2,,
64,147.783156,337.9780815,0.024861672,0.024861672,212.3693381,0.32935569,-7.383865477,-20.51826082,-20.53332769,-10.06966756,1,0.496036599,0.242068827,-0.727992824,4.46E-06,0,,
66,147.7082201,337.7294503,0.024861672,0.024861672,212.3634028,0.329351454,-7.383865477,-20.53082021,-20.54588708,-10.14495842,1,0.495654643,0.242414158,-0.733633008,1.77E-07,0,,
68,147.6760461,337.6340909,0.024861672,0.024861672,212.3610073,0.329348848,-7.383865477,-20.53621264,-20.55127952,-10.20368685,1,0.495177967,0.242514892,-0.736969421,4.96E-07,2,,
70,147.658541,337.5777751,0.025285457,0.025285457,212.4364041,0.32600095,-7.370940915,-20.53887116,-20.55448875,-10.25035105,1,0.779635418,0.189508978,-1.527000382,0.003743754,0,,
72,141.1514746,323.7383033,0.02846384,0.02846384,212.6550001,0.272467998,-7.274006702,-21.64606335,-21.66650328,-10.35641816,1,0.595102431,0.288573258,-1.65477167,0.00202942,0,,
74,140.8079891,321.6114981,0.02846384,0.02846384,212.6223885,0.272469417,-7.274006702,-21.70564939,-21.72608934,-10.45463362,1,0.494738965,0.290491897,-1.679378727,1.32E-06,2,,
76,140.7490087,321.2610392,0.02846384,0.02846384,212.6169376,0.272468464,-7.274006702,-21.71588099,-21.73632094,-10.53641615,1,0.495173611,0.290974038,-1.683291208,1.78E-06,0,,
78,140.7336402,321.1989229,0.02846384,0.02846384,212.6158049,0.27246696,-7.274006702,-21.71854705,-21.738987,-10.60281139,1,0.501731748,0.290609716,-1.687033557,0.000510088,0,,
80,140.723398,321.1416334,0.029923192,0.029923192,213.6530274,0.319236847,-7.07912673,-21.71924778,-21.74183978,-10.65863003,1,0.495542541,0.35038789,-1.153608086,2.00E-08,2,,
82,146.8248531,330.3849663,0.03,0.03,213.9942335,0.37089612,-7.068869889,-20.67543926,-20.69737583,-10.5385501,1,0.495414245,0.249612178,-1.066139234,9.89E-08,2,,
84,147.1565435,331.8575633,0.03,0.03,214.0187282,0.370908439,-7.068869889,-20.61984736,-20.64178392,-10.44069727,1,0.495505108,0.247660229,-1.044407755,1.75E-07,2,,
86,147.2479937,332.2304951,0.03,0.03,214.0251764,0.370913717,-7.068869889,-20.60452015,-20.62645671,-10.36644288,1,0.495237145,0.24721781,-1.038187675,3.83E-07,2,,
88,147.280239,332.3395701,0.03,0.03,214.0272423,0.370916597,-7.068869889,-20.59911577,-20.62105232,-10.3106309,1,0.495553794,0.247150435,-1.031666673,1.98E-07,2,,
90,147.2962486,332.448588,0.027318477,0.027318477,216.9351042,0.390698905,-6.934499582,-20.59825527,-20.61654636,-10.26696474,1,0.497068599,0.368959421,-0.353805677,2.35E-06,0,,
92,159.3462827,345.3999708,0.025786178,0.025786178,219.2004096,0.433045742,-6.857716549,-18.63668049,-18.65181153,-10.02465494,1,0.493464469,0.214739995,-0.244371924,1.08E-06,0,,
94,159.8137187,347.0017534,0.025786178,0.025786178,219.2384472,0.433063734,-6.857716549,-18.56354262,-18.57867365,-9.829182897,1,0.494791202,0.211834237,-0.214363623,1.23E-08,0,,
96,159.9306374,347.4430237,0.025786178,0.025786178,219.2485116,0.433072264,-6.857716549,-18.54524881,-18.56037984,-9.688387727,1,0.518230109,0.21136805,-0.205245475,0.000336579,0,,
98,159.9791867,347.5969755,0.025786178,0.025786178,219.2522986,0.433077586,-6.857716549,-18.53765249,-18.55278352,-9.586252005,1,0.52281469,0.208728124,-0.196100577,0.04401593,0,,
100,160.0057237,347.6610958,0.025959708,0.025959708,219.6078003,0.430194407,-6.859039692,-18.53339426,-18.54873745,-9.509153072,1,0.494292362,0.190189887,-0.918981197,7.43E-08,2,,
102,158.430602,336.6932688,0.027955299,0.027955299,223.4924473,0.360919752,-6.874255829,-18.77862745,-18.7964105,-9.530831224,1,0.493480141,0.2475313,-1.076320426,4.36E-08,2,,
104,158.0712774,334.1551509,0.027955299,0.027955299,223.4504995,0.360918721,-6.874255829,-18.83484953,-18.8526326,-9.547550768,1,0.495485924,0.25013783,-1.10630392,5.14E-08,0,,
106,157.9903265,333.6593117,0.027955299,0.027955299,223.4419192,0.360918047,-6.874255829,-18.84751561,-18.86529868,-9.56135703,1,0.495292739,0.250762569,-1.111486955,1.18E-08,0,,
108,157.974144,333.5728947,0.027955299,0.027955299,223.4403483,0.360917581,-6.874255829,-18.85004762,-18.86783069,-9.571940863,1,0.498018323,0.25087062,-1.112663284,1.84E-06,0,,
110,157.970033,333.5517247,0.028258218,0.028258218,223.4145613,0.364727829,-6.944515736,-18.85049116,-18.86867363,-9.580410559,1,0.495673601,0.246088379,-1.129965275,2.85E-07,2,,
112,157.5309143,333.2642628,0.03,0.03,223.2501703,0.412394124,-7.348510198,-18.91890556,-18.94010034,-9.667436827,1,0.49361629,0.239503308,-1.213703169,9.84E-10,2,,
114,157.1850463,332.4921306,0.03,0.03,223.2306292,0.412371925,-7.348510198,-18.9749136,-18.99610838,-9.72520722,1,0.520166194,0.241525736,-1.231978126,7.85E-07,2,,
116,157.0856847,332.1839972,0.03,0.03,223.2241638,0.41236566,-7.348510198,-18.99100369,-19.01219846,-9.766742975,1,0.490978009,0.242079842,-1.237834894,2.24E-05,2,,
118,157.0567349,332.0840144,0.03,0.03,223.2221794,0.412363378,-7.348510198,-18.99569167,-19.01688645,-9.79715194,1,0.482740045,0.242233046,-1.239719,2.53E-05,2,,
120,157.0470896,332.0533786,0.03,0.03,223.2215444,0.415274208,-7.366707728,-18.99725359,-19.01844836,-9.820156918,1,0.458116389,0.249001574,-1.187174634,9.88E-06,2,,
122,157.5904441,333.0437621,0.03,0.03,223.250048,0.426923177,-7.394004023,-18.90926563,-18.9304604,-9.83386095,1,0.495001853,0.237220126,-1.185247639,7.67E-07,2,,
124,157.5742674,333.1093629,0.03,0.03,223.2501378,0.426920849,-7.394004023,-18.91188519,-18.93307997,-9.842360055,1,0.495995868,0.237291543,-1.185761044,1.61E-09,2,,
126,157.5676578,333.1005857,0.03,0.03,223.2498237,0.426920187,-7.394004023,-18.91295552,-18.9341503,-9.848432612,1,0.495281011,0.237317983,-1.186162992,5.81E-08,0,,
128,157.5652113,333.0935183,0.03,0.03,223.2496698,0.42691991,-7.394004023,-18.91335169,-18.93454646,-9.852892055,1,0.495188403,0.237328811,-1.186311834,5.07E-08,0,,
130,157.5642851,333.0909961,0.03,0.03,218.1284196,0.403246743,-7.355153405,-18.91350167,-18.93469644,-9.856078755,1,0.489271475,0.135310641,-1.302627715,1.17E-05,0,,
132,148.0989706,328.6965237,0.03,0.03,216.0737968,0.363804004,-7.342203199,-20.46189489,-20.48383144,-9.949604824,1,0.583341852,0.254399602,-1.270605663,1.09E-06,-2,,
134,148.1319425,329.2016306,0.03,0.03,216.0795999,0.363802449,-7.342203199,-20.45636874,-20.47830529,-10.03911068,1,0.494942935,0.254185208,-1.265902036,4.11E-06,2,,
136,148.1353,329.2749909,0.03,0.03,216.0803951,0.363800182,-7.342203199,-20.45580603,-20.47774258,-10.10698005,1,0.494747807,0.254044441,-1.266175389,7.26E-06,2,,
138,148.1258374,329.2676457,0.03,0.03,216.0800109,0.363798171,-7.342203199,-20.45739196,-20.47932851,-10.15924872,1,0.495128632,0.253984965,-1.267165578,8.66E-08,0,,
140,148.1155319,329.2517911,0.029766203,0.029766203,216.8396552,0.368599427,-7.372282908,-20.45928634,-20.48088859,-10.19952432,1,0.495766455,0.358643013,-1.019184811,2.64E-07,2,,
142,155.8085665,335.1368848,0.028675148,0.028675148,220.7224496,0.418225907,-7.512654882,-19.19872863,-19.21809309,-10.16859415,1,0.495831641,0.232747876,-1.041959364,2.62E-07,2,,
144,155.7415584,334.9560296,0.028675148,0.028675148,220.7182065,0.418220702,-7.512654882,-19.20957958,-19.22894403,-10.1293568,1,0.495359221,0.233077957,-1.046633133,5.60E-07,2,,
146,155.7190313,334.8785122,0.028675148,0.028675148,220.716602,0.418220593,-7.512654882,-19.2132275,-19.23259196,-10.10026556,1,0.495595579,0.233265409,-1.047667337,1.15E-06,2,,
148,155.7174588,334.8621111,0.028675148,0.028675148,220.716373,0.418221302,-7.512654882,-19.21348214,-19.2328466,-10.07873665,1,0.496113134,0.233320631,-1.047643246,3.10E-06,2,,
150,155.7206109,334.8625977,0.028814606,0.028814606,220.9781875,0.420543605,-7.498566413,-19.21287537,-19.23243249,-10.06261442,1,0.495410686,0.276904651,-1.019046873,1.83E-08,2,,
152,159.069746,336.1665279,0.03,0.03,223.3333565,0.462314744,-7.378814423,-18.67727511,-18.69775411,-9.968571588,1,0.512323701,0.226187473,-1.012469461,0.000860085,0,,
154,159.159963,336.1440081,0.03,0.03,223.336313,0.462323818,-7.378814423,-18.66315921,-18.68363822,-9.897566138,1,0.497123295,0.226003344,-1.008296001,1.15E-06,2,,
156,159.1898135,336.1952744,0.03,0.03,223.3378745,0.462327406,-7.378814423,-18.65848862,-18.67896763,-9.847485081,1,0.496609449,0.225923379,-1.006391048,3.35E-06,0,,
158,159.2032468,336.2273845,0.03,0.03,223.3386671,0.462329425,-7.378814423,-18.65638676,-18.67686577,-9.81183006,1,0.496330803,0.225868534,-1.004066518,0.000162132,0,,
160,159.2110569,336.2495062,0.029847713,0.029847713,223.3513521,0.465151374,-7.331202158,-18.65526793,-18.67554057,-9.785583042,1,0.495419426,0.240324251,-0.870240515,1.49E-07,2,,
162,160.6150247,338.5307625,0.029564893,0.029564893,223.4468192,0.478435582,-7.242779381,-18.43578623,-18.45567561,-9.7108886,1,0.495323622,0.219794304,-0.827214897,1.18E-06,2,,
164,160.7633166,339.0939537,0.029564893,0.029564893,223.4578131,0.47844404,-7.242779381,-18.41258358,-18.43247296,-9.657815949,1,0.495643164,0.21892923,-0.818315704,3.80E-07,0,,
166,160.7963809,339.2298231,0.029564893,0.029564893,223.4603708,0.478446745,-7.242779381,-18.40741014,-18.42729952,-9.621543662,1,0.505029938,0.21784105,-0.814659599,0.006726277,0,,
168,160.8083304,339.2722059,0.029564893,0.029564893,223.4612257,0.478448259,-7.242779381,-18.40554045,-18.42542983,-9.595747552,1,0.499898111,0.217981668,-0.813892455,0.004404532,0,,
170,160.8136799,339.2839048,0.029606332,0.029606332,223.4581036,0.479080679,-7.288175128,-18.40467535,-18.42462089,-9.576522035,1,0.602184551,0.208428691,-0.90524929,2.09E-05,2,,
172,159.7512596,337.7470582,0.03,0.03,223.3730683,0.491745624,-7.719434725,-18.57064135,-18.59112035,-9.68944227,1,0.496419476,0.216796024,-1.003141379,1.13E-07,0,,
174,159.3852134,336.7743095,0.03,0.03,223.3505153,0.491722305,-7.719434725,-18.62791517,-18.64839417,-9.762974749,1,0.496312381,0.219064205,-1.021256399,6.12E-07,2,,
176,159.3163325,336.4971689,0.03,0.03,223.3453327,0.491717445,-7.719434725,-18.6386927,-18.6591717,-9.812641095,1,0.495463434,0.219402089,-1.026304239,1.33E-07,2,,
178,159.2967969,336.4190252,0.03,0.03,223.3438675,0.491715247,-7.719434725,-18.64174935,-18.66222836,-9.847641804,1,0.495404258,0.21949484,-1.02590629,1.24E-07,2,,
180,159.2903517,336.4223517,0.029194478,0.029194478,223.4124702,0.470320689,-7.641309376,-18.64329135,-18.66270328,-9.872886128,1,0.494851817,0.197245003,-1.224928908,1.92E-07,2,,
182,157.3807135,332.8502916,0.028227852,0.028227852,223.3862318,0.397577123,-7.547558957,-18.9444431,-18.96320826,-9.907036893,1,0.495258757,0.242278624,-1.235180985,9.55E-07,2,,
184,157.4179512,332.5551437,0.028227852,0.028227852,223.3842754,0.397582871,-7.547558957,-18.93841302,-18.95717818,-9.937831733,1,0.495810394,0.242096937,-1.235889547,3.06E-07,2,,
186,157.4328463,332.5491223,0.028227852,0.028227852,223.3847348,0.397583456,-7.547558957,-18.93600099,-18.95476615,-9.961298706,1,0.495619199,0.241976879,-1.235535197,5.57E-07,2,,
188,157.4350477,332.5549519,0.028227852,0.028227852,223.3848772,0.397583039,-7.547558957,-18.93564451,-18.95440967,-9.97892392,1,0.495783326,0.241923211,-1.235930089,3.11E-07,2,,
190,157.4331594,332.5485702,0.028449371,0.028449371,223.3666215,0.401629918,-7.524946242,-18.93579842,-18.95486729,-9.992295803,1,0.495581952,0.263850859,-1.074408916,1.67E-07,2,,
192,158.997078,335.366872,0.03,0.03,223.322846,0.462320537,-7.366657238,-18.68864519,-18.7091242,-9.910969895,1,0.495258792,0.227133876,-1.015223716,2.14E-07,2,,
194,159.1869872,336.0745769,0.03,0.03,223.3365743,0.462330656,-7.366657238,-18.65893084,-18.67940985,-9.853743628,1,0.495241022,0.226077477,-1.003402062,2.22E-07,2,,
196,159.2344679,336.2622402,0.03,0.03,223.3401132,0.462334064,-7.366657238,-18.65150172,-18.67198073,-9.813333553,1,0.496797355,0.225888505,-1.000105911,4.85E-06,0,,
198,159.2500707,336.3171853,0.03,0.03,223.3412093,0.462335814,-7.366657238,-18.64906041,-18.66953942,-9.784154042,1,0.496685028,0.225814778,-0.997935691,3.25E-07,2,,
200,159.2564017,336.3500586,0.029203971,0.029203971,222.6296341,0.465349739,-7.399313645,-18.64856808,-18.66805059,-9.763582651,1,0.49499837,0.243574083,-0.248420082,1.17E-08,2,,
202,160.7812405,347.2591777,0.025024819,0.025024819,219.0997428,0.500006275,-7.570759784,-18.41259832,-18.42684926,-9.743034366,1,0.492311169,0.195474783,-0.060289308,1.91E-06,0,,
204,161.0490416,349.7796752,0.025024819,0.025024819,219.1453147,0.499998958,-7.570759784,-18.37069655,-18.38494747,-9.725554549,1,0.494935515,0.193905204,-0.022105168,1.12E-09,2,,
206,161.1094515,350.2729783,0.025024819,0.025024819,219.1545294,0.499998428,-7.570759784,-18.36124445,-18.37549536,-9.712034115,1,0.494750084,0.193571955,-0.013760387,2.58E-08,0,,
208,161.1248721,350.3804396,0.025024819,0.025024819,219.1566179,0.499998778,-7.570759784,-18.35883164,-18.37308256,-9.702160507,1,0.494621602,0.193473759,-0.011025879,6.74E-08,0,,
210,161.1274262,350.415371,0.023746284,0.023746284,214.4429224,0.499999165,-7.566901458,-18.35912969,-18.37198525,-9.695485831,1,0.497486627,0.138254121,0.081589035,1.45E-06,0,,
212,156.5862053,351.1180388,0.0229472,0.0229472,211.3534589,0.499997038,-7.564490004,-19.076283,-18.55875633,-9.676583826,0.925666588,0.751887255,0.175135086,0.082071779,1.76E-06,2,,
214,156.5390447,351.1180817,0.0229472,0.0229472,211.3518344,0.499998099,-7.564490004,-19.08391993,-18.5605001,-9.66188131,0.924718159,0.495420234,0.17537104,0.082019223,4.71E-09,2,,
216,156.5440342,351.1181439,0.0229472,0.0229472,211.3520074,0.499998708,-7.564490004,-19.08311196,-18.56023761,-9.651674659,0.924708089,0.755559396,0.175357806,0.08209064,6.72E-06,2,,
218,156.5455309,351.1185503,0.0229472,0.0229472,211.3520657,0.499999118,-7.564490004,-19.08286958,-18.55970498,-9.644443358,0.924674456,0.752561335,0.175365609,0.085116912,7.29E-06,2,,
220,156.5466455,351.1585498,0.021063825,0.021063825,214.1041983,0.49999939,-7.801356525,-19.08365767,-18.51260193,-9.639581494,0.924654707,0.55396297,0.20845527,0.091436362,5.90E-07,2,,
222,161.2912032,351.6943059,0.020736282,0.020736282,214.7749717,0.500013786,-7.842550702,-18.33503882,-17.72942621,-9.652896623,0.918312535,0.494702542,0.169232154,0.089537344,1.26E-10,2,,
224,161.1581768,351.655193,0.020736282,0.020736282,214.76915,0.500002707,-7.842550702,-18.35585294,-17.77954834,-9.659997151,0.920547864,0.494859059,0.170052879,0.089310101,1.54E-09,2,,
226,161.1299332,351.6495687,0.020736282,0.020736282,214.7679688,0.500000814,-7.842550702,-18.36027211,-17.78705907,-9.664986667,0.920778261,0.494827642,0.170252365,0.089279595,5.59E-11,2,,
228,161.1261241,351.6487716,0.020736282,0.020736282,214.7678086,0.500000434,-7.842550702,-18.3608681,-17.7881169,-9.668391,0.920818208,0.494885064,0.170279014,0.089197779,1.54E-11,2,,
230,161.1255946,351.6477227,0.020783652,0.020783652,214.8383653,0.499729804,-7.843330401,-18.36092787,-17.78936395,-9.670920742,0.920827384,0.493963486,0.165599723,0.055494387,1.00E-10,2,,
232,160.6772214,351.188964,0.022110034,0.022110034,216.7900415,0.484319171,-7.865161961,-18.43043659,-18.34000122,-9.721101126,0.965385529,0.561869504,0.183404849,0.055550459,4.36E-08,2,,
234,160.6547135,351.185569,0.022110034,0.022110034,216.7891418,0.484316342,-7.865161961,-18.43395832,-18.34470915,-9.757365671,0.965689771,0.558617155,0.183494577,0.05547409,3.36E-07,2,,
236,160.6459805,351.1839355,0.022110034,0.022110034,216.7887866,0.484314818,-7.865161961,-18.43532474,-18.34690487,-9.782890515,0.965794801,0.569003793,0.18351904,0.055430233,3.01E-08,2,,
238,160.6420667,351.1828336,0.022110034,0.022110034,216.7886208,0.484313838,-7.865161961,-18.43593712,-18.34832066,-9.800630506,0.965876595,0.572534213,0.183507363,0.053395056,2.38E-08,2,,
240,160.638599,351.1574758,0.023266311,0.023266311,218.2500991,0.488235231,-7.72155201,-18.43586766,-18.37817418,-9.813857386,0.96592176,0.495066753,0.203142163,0.026637122,3.63E-09,2,,
242,162.0080973,350.9830998,0.024422587,0.024422587,219.7593816,0.499980305,-7.577942059,-18.2209756,-18.23454903,-9.75946232,0.999750609,0.495099086,0.193141701,0.027445252,2.73E-13,2,,
244,162.2006223,351.0190197,0.024422587,0.024422587,219.7668877,0.499993506,-7.577942059,-18.19085197,-18.2044254,-9.722311164,0.998009234,0.495056209,0.191819714,0.027658529,5.42E-13,2,,
246,162.2356275,351.0255066,0.024422587,0.024422587,219.7682506,0.499996597,-7.577942059,-18.18537485,-18.19894828,-9.696437062,0.997697793,0.494653524,0.191599911,0.027716533,3.07E-09,2,,
248,162.2436427,351.0271413,0.024422587,0.024422587,219.7685648,0.499997776,-7.577942059,-18.18412074,-18.19769418,-9.678812573,0.997609174,0.494935306,0.191570925,0.029534559,5.39E-12,2,,
250,162.2468182,351.0500004,0.02332827,0.02332827,221.2913157,0.49538891,-7.474028494,-18.184185,-18.19663622,-9.665779516,0.997559824,0.494635104,0.286831607,0.055210758,1.06E-12,2,,
252,170.7368713,352.2482207,0.020653272,0.020653272,225.3898533,0.468204192,-7.22001756,-16.88815958,-16.76390566,-9.484479234,0.965627257,0.493576058,0.188152244,0.0545683,9.13E-12,2,,
254,171.0936867,352.2939131,0.020653272,0.020653272,225.4052605,0.468225168,-7.22001756,-16.83421312,-16.69775745,-9.35266118,0.964150896,0.493329901,0.185477619,0.055058059,7.74E-13,2,,
256,171.1633394,352.3065462,0.020653272,0.020653272,225.4083454,0.468232606,-7.220017559,-16.82368242,-16.68051786,-9.259159864,0.963408613,0.492896089,0.185105121,0.055260002,1.38E-12,2,,
258,171.1885107,352.3113739,0.020653272,0.020653272,225.4094658,0.46823658,-7.220017559,-16.81987682,-16.67398204,-9.191557281,0.963107159,0.494881007,0.185011902,0.055960519,2.58E-09,2,,
260,171.200755,352.3205587,0.020237058,0.020237058,225.5347069,0.472208441,-7.244058378,-16.81820697,-16.66282875,-9.144169477,0.962941376,0.494845373,0.223576669,0.084117791,2.47E-10,2,,
262,174.5046915,352.9486647,0.018988417,0.018988417,226.0649957,0.499993948,-7.316180835,-16.33031649,-15.82785994,-9.065263415,0.925495355,0.494532029,0.168963313,0.083697732,4.01E-13,2,,
264,174.4644424,352.9341514,0.018988417,0.018988417,226.0629181,0.499993442,-7.316180835,-16.33619671,-15.84588949,-9.008538597,0.926127659,0.495005852,0.169336945,0.083664969,4.07E-11,2,,
266,174.4638125,352.933729,0.018988417,0.018988417,226.0628805,0.499995097,-7.316180835,-16.33628874,-15.8463976,-8.969487485,0.926076134,0.494746963,0.169410251,0.083706563,8.16E-11,2,,
268,174.469286,352.9346764,0.018988417,0.018988417,226.0631362,0.499996538,-7.316180835,-16.33548909,-15.84513375,-8.942486422,0.926003342,0.494698984,0.169414122,0.079206388,1.74E-12,2,,
270,174.4743714,352.8875104,0.021849282,0.021849282,225.3445883,0.484998682,-7.360760783,-16.33344439,-15.89984399,-8.922641227,0.925941499,0.493785423,0.09428759,-0.287693559,1.20E-11,2,,
272,165.6776923,347.5187565,0.023851887,0.023851887,224.4268583,0.449028327,-7.391966747,-17.65148542,-17.66399539,-9.069672321,1,0.494923633,0.204977229,-0.309134589,1.23E-08,2,,
274,165.5260608,347.2279921,0.023851887,0.023851887,224.4163847,0.44901938,-7.391966747,-17.67441038,-17.68692035,-9.18738899,1,0.494835081,0.205891912,-0.317768126,2.22E-08,0,,
276,165.4810585,347.1113226,0.023851887,0.023851887,224.4127873,0.449014475,-7.391966747,-17.68121422,-17.6937242,-9.272408965,1,0.494824912,0.206050219,-0.321662351,2.64E-08,0,,
278,165.4593669,347.0583525,0.023851887,0.023851887,224.411106,0.449011363,-7.391966747,-17.68449375,-17.69700372,-9.331968445,1,0.494793616,0.206051858,-0.328534597,1.12E-08,0,,
280,165.4452056,346.9689401,0.026606637,0.026606637,224.0270705,0.461108191,-7.294686981,-17.68508908,-17.70069044,-9.376994179,1,0.478505781,0.191318263,-0.5368109,0.000101335,0,,
282,163.1628099,343.7676866,0.027196941,0.027196941,223.8245566,0.478384765,-7.273841317,-18.03867321,-18.05550473,-9.394748114,1,0.494918656,0.210520134,-0.551695866,4.41E-08,2,,
