pressure,enthalpy
1.416516265869140625e+02,3.240419006347656250e+02
1.418229370117187500e+02,3.241017150878906250e+02
1.545690917968750000e+02,3.189414062500000000e+02
1.471630401611328125e+02,3.161818237304687500e+02
1.481322326660156250e+02,3.167960815429687500e+02
1.481027526855468750e+02,3.167218017578125000e+02
1.477005767822265625e+02,3.163485412597656250e+02
1.614079895019531250e+02,3.253660888671875000e+02
1.545408172607421875e+02,3.263237915039062500e+02
1.556947784423828125e+02,3.261795654296875000e+02
1.566492614746093750e+02,3.265325622558593750e+02
1.560373229980468750e+02,3.263826293945312500e+02
1.551389770507812500e+02,3.260944824218750000e+02
1.507526550292968750e+02,3.255330200195312500e+02
1.517893676757812500e+02,3.253901977539062500e+02
1.534709167480468750e+02,3.262579040527343750e+02
1.533601837158203125e+02,3.263346862792968750e+02
1.511256103515625000e+02,3.237859191894531250e+02
1.461298980712890625e+02,3.120989074707031250e+02
1.475114746093750000e+02,3.134706115722656250e+02
1.477185668945312500e+02,3.142838745117187500e+02
1.473739624023437500e+02,3.141414184570312500e+02
1.511125793457031250e+02,3.173340759277343750e+02
1.558508148193359375e+02,3.265882568359375000e+02
1.545363006591796875e+02,3.261495361328125000e+02
1.542489776611328125e+02,3.255657348632812500e+02
1.540691680908203125e+02,3.254281616210937500e+02
1.689759979248046875e+02,3.372295532226562500e+02
1.617879638671875000e+02,3.390744018554687500e+02
1.636520843505859375e+02,3.400343933105468750e+02
1.646789398193359375e+02,3.406454467773437500e+02
1.641435546875000000e+02,3.407735290527343750e+02
1.715388946533203125e+02,3.500022583007812500e+02
1.722677917480468750e+02,3.540384826660156250e+02
1.729772949218750000e+02,3.534097595214843750e+02
1.730150451660156250e+02,3.534266357421875000e+02
1.725939025878906250e+02,3.529944152832031250e+02
1.675582580566406250e+02,3.511275024414062500e+02
1.670871734619140625e+02,3.483275451660156250e+02
1.678160095214843750e+02,3.490502929687500000e+02
1.683384857177734375e+02,3.490593566894531250e+02
1.683836975097656250e+02,3.491682739257812500e+02
1.653486022949218750e+02,3.502148132324218750e+02
1.651730499267578125e+02,3.537777709960937500e+02
1.642875366210937500e+02,3.521912536621093750e+02
1.661954650878906250e+02,3.526248168945312500e+02
1.666125640869140625e+02,3.527630920410156250e+02
1.683331146240234375e+02,3.530295410156250000e+02
1.736262664794921875e+02,3.536882629394531250e+02
1.680049591064453125e+02,3.523482055664062500e+02
1.678769683837890625e+02,3.521572570800781250e+02
1.681824188232421875e+02,3.522185974121093750e+02
1.673759460449218750e+02,3.511656799316406250e+02
1.643937377929687500e+02,3.497507324218750000e+02
1.671863098144531250e+02,3.517831115722656250e+02
1.678588714599609375e+02,3.516738281250000000e+02
1.674961547851562500e+02,3.514823608398437500e+02
1.632436523437500000e+02,3.500567626953125000e+02
1.531990051269531250e+02,3.347844848632812500e+02
1.540639648437500000e+02,3.354079284667968750e+02
1.543117065429687500e+02,3.351290588378906250e+02
1.548583679199218750e+02,3.347193603515625000e+02
1.558637695312500000e+02,3.358197631835937500e+02
1.620080261230468750e+02,3.516861572265625000e+02
1.614355926513671875e+02,3.524920654296875000e+02
1.618657379150390625e+02,3.534229431152343750e+02
1.617600708007812500e+02,3.530743103027343750e+02
1.456423187255859375e+02,3.502481689453125000e+02
1.549353942871093750e+02,3.528124694824218750e+02
1.533134613037109375e+02,3.521130981445312500e+02
1.526062316894531250e+02,3.522610168457031250e+02
1.530470275878906250e+02,3.524413452148437500e+02
1.423205261230468750e+02,3.496279907226562500e+02
1.488098297119140625e+02,3.512843627929687500e+02
1.488050537109375000e+02,3.512502136230468750e+02
1.487324218750000000e+02,3.512526855468750000e+02
1.488228149414062500e+02,3.512149353027343750e+02
1.458560180664062500e+02,3.502149658203125000e+02
1.385230560302734375e+02,3.466998901367187500e+02
1.414443206787109375e+02,3.485673217773437500e+02
1.417611694335937500e+02,3.482849121093750000e+02
1.413374633789062500e+02,3.481840209960937500e+02
1.511429138183593750e+02,3.507339172363281250e+02
1.502165069580078125e+02,3.516784057617187500e+02
1.506693420410156250e+02,3.523911437988281250e+02
1.511456298828125000e+02,3.525177612304687500e+02
1.514823913574218750e+02,3.521827697753906250e+02
1.551348266601562500e+02,3.516868896484375000e+02
1.536145629882812500e+02,3.505879821777343750e+02
1.548097076416015625e+02,3.512299194335937500e+02
1.543441772460937500e+02,3.508851928710937500e+02
1.539941864013671875e+02,3.507218017578125000e+02
1.452886505126953125e+02,3.490777893066406250e+02
1.485702209472656250e+02,3.496605224609375000e+02
1.488218994140625000e+02,3.499047241210937500e+02
1.490346374511718750e+02,3.501410827636718750e+02
1.490407409667968750e+02,3.503217163085937500e+02
1.492215728759765625e+02,3.505504150390625000e+02
1.548476867675781250e+02,3.529688720703125000e+02
1.525579833984375000e+02,3.525468750000000000e+02
1.524377441406250000e+02,3.523187866210937500e+02
1.529764404296875000e+02,3.522890319824218750e+02
1.521392517089843750e+02,3.519674072265625000e+02
1.512900695800781250e+02,3.518778991699218750e+02
1.510067596435546875e+02,3.515702209472656250e+02
1.511152038574218750e+02,3.515620727539062500e+02
1.510446166992187500e+02,3.514705200195312500e+02
1.564877319335937500e+02,3.522664489746093750e+02
1.607483062744140625e+02,3.515248413085937500e+02
1.590177307128906250e+02,3.519160156250000000e+02
1.590498046875000000e+02,3.521185913085937500e+02
1.590289459228515625e+02,3.519400024414062500e+02
1.690290527343750000e+02,3.514752807617187500e+02
1.611996307373046875e+02,3.505035400390625000e+02
1.648560180664062500e+02,3.513066406250000000e+02
1.645523529052734375e+02,3.510219726562500000e+02
1.641931915283203125e+02,3.509728393554687500e+02
1.662533569335937500e+02,3.514929504394531250e+02
1.706686706542968750e+02,3.519121093750000000e+02
1.693331298828125000e+02,3.526402282714843750e+02
1.694724884033203125e+02,3.530265197753906250e+02
1.694843750000000000e+02,3.529378051757812500e+02
1.684650421142578125e+02,3.524451599121093750e+02
1.626809844970703125e+02,3.485869140625000000e+02
1.656020202636718750e+02,3.507883911132812500e+02
1.657714996337890625e+02,3.498119506835937500e+02
1.656168670654296875e+02,3.495819396972656250e+02
1.667658691406250000e+02,3.504007568359375000e+02
1.684242248535156250e+02,3.518705444335937500e+02
1.675937042236328125e+02,3.517578125000000000e+02
1.675404968261718750e+02,3.519396057128906250e+02
1.674794769287109375e+02,3.518757934570312500e+02
1.693478546142578125e+02,3.524454956054687500e+02
1.755200500488281250e+02,3.533089294433593750e+02
1.727601318359375000e+02,3.535517578125000000e+02
1.717332305908203125e+02,3.537449035644531250e+02
1.716386108398437500e+02,3.532857360839843750e+02
1.844714050292968750e+02,3.531469116210937500e+02
1.811696014404296875e+02,3.539494628906250000e+02
1.819423522949218750e+02,3.542086486816406250e+02
1.828745727539062500e+02,3.543592529296875000e+02
1.825299530029296875e+02,3.539694519042968750e+02
1.865822448730468750e+02,3.544871215820312500e+02
1.869989013671875000e+02,3.544923400878906250e+02
1.857087402343750000e+02,3.544142456054687500e+02
1.849235839843750000e+02,3.542860107421875000e+02
1.849884033203125000e+02,3.543107604980468750e+02
1.823885345458984375e+02,3.536319580078125000e+02
1.838538055419921875e+02,3.540915527343750000e+02
1.829283447265625000e+02,3.538764953613281250e+02
1.827124328613281250e+02,3.538752441406250000e+02
1.826460266113281250e+02,3.538833618164062500e+02
1.680324401855468750e+02,3.527966308593750000e+02
1.763821105957031250e+02,3.541083984375000000e+02
1.744594879150390625e+02,3.535165100097656250e+02
1.736810913085937500e+02,3.536529541015625000e+02
1.744587554931640625e+02,3.538734741210937500e+02
1.754395751953125000e+02,3.536621704101562500e+02
1.721795043945312500e+02,3.518733520507812500e+02
1.749422760009765625e+02,3.534808959960937500e+02
1.742098388671875000e+02,3.529377746582031250e+02
1.741227111816406250e+02,3.527742309570312500e+02
1.795660705566406250e+02,3.536293945312500000e+02
1.827915802001953125e+02,3.531210632324218750e+02
1.798832702636718750e+02,3.537417602539062500e+02
1.791071014404296875e+02,3.534457702636718750e+02
1.791223602294921875e+02,3.532033386230468750e+02
1.783600463867187500e+02,3.529213256835937500e+02
1.732366485595703125e+02,3.521687011718750000e+02
1.741392974853515625e+02,3.526941223144531250e+02
1.749987182617187500e+02,3.526333007812500000e+02
1.748993225097656250e+02,3.525832214355468750e+02
1.768990936279296875e+02,3.531333618164062500e+02
1.722666320800781250e+02,3.518410949707031250e+02
1.765219421386718750e+02,3.532341613769531250e+02
1.759454040527343750e+02,3.528936462402343750e+02
1.759360351562500000e+02,3.527747802734375000e+02
1.798675994873046875e+02,3.535635681152343750e+02
1.798928222656250000e+02,3.534304504394531250e+02
1.777640075683593750e+02,3.527687683105468750e+02
1.776544494628906250e+02,3.528223266601562500e+02
1.776768798828125000e+02,3.528010559082031250e+02
1.755827636718750000e+02,3.523800659179687500e+02
1.683661651611328125e+02,3.517937011718750000e+02
1.721478729248046875e+02,3.529585571289062500e+02
1.723970489501953125e+02,3.523136596679687500e+02
1.722123718261718750e+02,3.522921447753906250e+02
1.686506652832031250e+02,3.512308959960937500e+02
1.676403198242187500e+02,3.510428161621093750e+02
1.687933959960937500e+02,3.516470642089843750e+02
1.689790191650390625e+02,3.512494506835937500e+02
1.689417724609375000e+02,3.512121582031250000e+02
1.620358886718750000e+02,3.483633422851562500e+02
1.681292877197265625e+02,3.509718627929687500e+02
1.667241821289062500e+02,3.504252624511718750e+02
1.664162292480468750e+02,3.505313720703125000e+02
1.665079345703125000e+02,3.507120971679687500e+02
1.705485534667968750e+02,3.526734924316406250e+02
1.792807006835937500e+02,3.532562255859375000e+02
1.761499633789062500e+02,3.533197631835937500e+02
1.745657958984375000e+02,3.537916564941406250e+02
1.744755859375000000e+02,3.530209655761718750e+02
1.621770172119140625e+02,3.511698608398437500e+02
1.644236755371093750e+02,3.525340576171875000e+02
1.636758880615234375e+02,3.521376953125000000e+02
1.625293884277343750e+02,3.517095336914062500e+02
1.625997161865234375e+02,3.518251037597656250e+02
1.772813415527343750e+02,3.526179809570312500e+02
1.780042114257812500e+02,3.524656066894531250e+02
1.773107604980468750e+02,3.531367797851562500e+02
1.769866638183593750e+02,3.537799987792968750e+02
1.772031250000000000e+02,3.535768432617187500e+02
1.751324157714843750e+02,3.532029418945312500e+02
1.760947265625000000e+02,3.540175781250000000e+02
1.747471008300781250e+02,3.528382873535156250e+02
1.745906829833984375e+02,3.530560302734375000e+02
1.747615051269531250e+02,3.532100524902343750e+02
1.622127990722656250e+02,3.519183044433593750e+02
1.597371978759765625e+02,3.525334167480468750e+02
1.597210235595703125e+02,3.524411315917968750e+02
1.610533752441406250e+02,3.524981689453125000e+02
1.620430908203125000e+02,3.528566284179687500e+02
1.535247192382812500e+02,3.515545349121093750e+02
1.494093475341796875e+02,3.509904174804687500e+02
1.518344421386718750e+02,3.519972229003906250e+02
1.532196044921875000e+02,3.523756408691406250e+02
1.529766235351562500e+02,3.524411926269531250e+02
1.487062988281250000e+02,3.513569946289062500e+02
1.558613433837890625e+02,3.537514953613281250e+02
1.509176940917968750e+02,3.519141845703125000e+02
1.513199768066406250e+02,3.518923034667968750e+02
1.517337036132812500e+02,3.519208068847656250e+02
1.560140991210937500e+02,3.527368774414062500e+02
1.530771789550781250e+02,3.513612976074218750e+02
1.539891662597656250e+02,3.517751770019531250e+02
1.531370544433593750e+02,3.514183044433593750e+02
1.531643066406250000e+02,3.513436279296875000e+02
1.646394653320312500e+02,3.522968139648437500e+02
1.615349884033203125e+02,3.517644958496093750e+02
1.633317871093750000e+02,3.524105224609375000e+02
1.632648315429687500e+02,3.527345275878906250e+02
1.630127716064453125e+02,3.524214172363281250e+02
1.646064605712890625e+02,3.528747253417968750e+02
1.758525695800781250e+02,3.540368652343750000e+02
1.736525115966796875e+02,3.541644287109375000e+02
1.727396545410156250e+02,3.546541442871093750e+02
1.725086822509765625e+02,3.540492858886718750e+02
1.753197326660156250e+02,3.549770812988281250e+02
1.716358795166015625e+02,3.537550964355468750e+02
1.733973693847656250e+02,3.544077758789062500e+02
1.735868377685546875e+02,3.545231018066406250e+02
1.734211883544921875e+02,3.546252136230468750e+02
1.786384429931640625e+02,3.554828186035156250e+02
1.854465026855468750e+02,3.546348266601562500e+02
1.805751953125000000e+02,3.552942504882812500e+02
1.800973510742187500e+02,3.554794616699218750e+02
1.799823608398437500e+02,3.545960388183593750e+02
1.688763427734375000e+02,3.523329467773437500e+02
1.715215759277343750e+02,3.533881530761718750e+02
1.716236267089843750e+02,3.531815185546875000e+02
1.715673828125000000e+02,3.531436157226562500e+02
1.718728790283203125e+02,3.533148803710937500e+02
1.767317810058593750e+02,3.555633544921875000e+02
1.775247039794921875e+02,3.548468017578125000e+02
1.771962890625000000e+02,3.547853393554687500e+02
1.768644409179687500e+02,3.546960449218750000e+02
1.772884674072265625e+02,3.547224731445312500e+02
1.686239013671875000e+02,3.531550903320312500e+02
1.620648956298828125e+02,3.534559020996093750e+02
1.633068542480468750e+02,3.542631835937500000e+02
1.641112365722656250e+02,3.539986267089843750e+02
1.648012695312500000e+02,3.544066162109375000e+02
1.672571716308593750e+02,3.552148742675781250e+02
1.726291351318359375e+02,3.554304809570312500e+02
1.689912719726562500e+02,3.551249694824218750e+02
1.684281616210937500e+02,3.549250793457031250e+02
1.692863769531250000e+02,3.549511108398437500e+02
1.707846069335937500e+02,3.551134643554687500e+02
1.897789916992187500e+02,3.544896850585937500e+02
1.851350708007812500e+02,3.556420288085937500e+02
1.842986755371093750e+02,3.560919189453125000e+02
1.845130004882812500e+02,3.561546020507812500e+02
1.764247436523437500e+02,3.541878662109375000e+02
1.699646911621093750e+02,3.542195434570312500e+02
1.718908081054687500e+02,3.549897155761718750e+02
1.721145324707031250e+02,3.549163208007812500e+02
1.727061920166015625e+02,3.553444213867187500e+02
1.797264251708984375e+02,3.558376770019531250e+02
1.773728332519531250e+02,3.540842895507812500e+02
1.793159790039062500e+02,3.556738891601562500e+02
1.783128662109375000e+02,3.552407226562500000e+02
1.780329742431640625e+02,3.548571166992187500e+02
1.908051910400390625e+02,3.547740173339843750e+02
1.970539550781250000e+02,3.548125000000000000e+02
1.962984313964843750e+02,3.556995239257812500e+02
1.958459777832031250e+02,3.562882385253906250e+02
1.959095764160156250e+02,3.564099426269531250e+02
1.941203460693359375e+02,3.556651611328125000e+02
1.894287261962890625e+02,3.557971801757812500e+02
1.916148681640625000e+02,3.553531188964843750e+02
1.918144989013671875e+02,3.557399902343750000e+02
1.915328063964843750e+02,3.560648193359375000e+02
1.922576293945312500e+02,3.562695312500000000e+02
1.918675231933593750e+02,3.558731689453125000e+02
1.917916564941406250e+02,3.563695678710937500e+02
1.918738403320312500e+02,3.564178466796875000e+02
1.919295501708984375e+02,3.564032897949218750e+02
1.964626922607421875e+02,3.571486511230468750e+02
1.983480224609375000e+02,3.570343627929687500e+02
1.953791198730468750e+02,3.567795410156250000e+02
1.947874908447265625e+02,3.565158081054687500e+02
1.948287048339843750e+02,3.564230346679687500e+02
1.839033813476562500e+02,3.550327453613281250e+02
1.890237731933593750e+02,3.560028686523437500e+02
1.883199157714843750e+02,3.559287719726562500e+02
1.874584960937500000e+02,3.559945373535156250e+02
1.879532165527343750e+02,3.562436523437500000e+02
1.806331176757812500e+02,3.549732360839843750e+02
1.839579467773437500e+02,3.559326477050781250e+02
1.823075561523437500e+02,3.555703430175781250e+02
1.816433258056640625e+02,3.553239440917968750e+02
1.817206726074218750e+02,3.552006835937500000e+02
1.754765777587890625e+02,3.538495178222656250e+02
1.758602600097656250e+02,3.543021545410156250e+02
1.748337402343750000e+02,3.540974121093750000e+02
1.746527557373046875e+02,3.536355285644531250e+02
1.747092132568359375e+02,3.534631652832031250e+02
1.726162567138671875e+02,3.540517578125000000e+02
1.713648376464843750e+02,3.539811706542968750e+02
1.728272094726562500e+02,3.537006225585937500e+02
1.723902587890625000e+02,3.535787963867187500e+02
1.725514068603515625e+02,3.535635681152343750e+02
1.716643829345703125e+02,3.535131530761718750e+02
1.640853424072265625e+02,3.524433593750000000e+02
1.690223083496093750e+02,3.539112854003906250e+02
1.702621917724609375e+02,3.541245422363281250e+02
1.697336425781250000e+02,3.540967712402343750e+02
1.828831481933593750e+02,3.545766601562500000e+02
1.749407501220703125e+02,3.548230590820312500e+02
1.760531616210937500e+02,3.547998962402343750e+02
1.770680541992187500e+02,3.547239990234375000e+02
1.766712341308593750e+02,3.545234680175781250e+02
1.737992248535156250e+02,3.539998474121093750e+02
1.641029815673828125e+02,3.527899169921875000e+02
1.648874053955078125e+02,3.533943481445312500e+02
1.652009124755859375e+02,3.534514770507812500e+02
1.655796813964843750e+02,3.535777282714843750e+02
1.795669860839843750e+02,3.541440734863281250e+02
1.692745819091796875e+02,3.533040771484375000e+02
1.725040893554687500e+02,3.539772338867187500e+02
1.732715759277343750e+02,3.538105468750000000e+02
1.728987426757812500e+02,3.535173950195312500e+02
1.638115692138671875e+02,3.516411743164062500e+02
1.641883850097656250e+02,3.521386413574218750e+02
1.636337280273437500e+02,3.522160339355468750e+02
1.630565032958984375e+02,3.520382690429687500e+02
1.630851745605468750e+02,3.520624389648437500e+02
1.643144378662109375e+02,3.521173095703125000e+02
1.704097290039062500e+02,3.526880493164062500e+02
1.660712890625000000e+02,3.519793090820312500e+02
1.661421508789062500e+02,3.517631835937500000e+02
1.665256195068359375e+02,3.517519531250000000e+02
1.789582519531250000e+02,3.525459594726562500e+02
1.792590332031250000e+02,3.530907287597656250e+02
1.787151641845703125e+02,3.536962280273437500e+02
1.785927276611328125e+02,3.539836425781250000e+02
1.779056549072265625e+02,3.532162475585937500e+02
1.743588562011718750e+02,3.529626464843750000e+02
1.731149902343750000e+02,3.529336547851562500e+02
1.763315734863281250e+02,3.537698974609375000e+02
1.769826660156250000e+02,3.539285888671875000e+02
1.769055175781250000e+02,3.539589843750000000e+02
1.850104980468750000e+02,3.546433105468750000e+02
1.851260986328125000e+02,3.541694946289062500e+02
1.832564849853515625e+02,3.544986877441406250e+02
1.826373901367187500e+02,3.541529541015625000e+02
1.827018737792968750e+02,3.540273437500000000e+02
1.868153381347656250e+02,3.547502441406250000e+02
1.855376434326171875e+02,3.545021667480468750e+02
1.839277648925781250e+02,3.541596374511718750e+02
1.834947814941406250e+02,3.540881347656250000e+02
1.833501281738281250e+02,3.541233520507812500e+02
1.814486389160156250e+02,3.536510009765625000e+02
1.803990783691406250e+02,3.536081237792968750e+02
1.823680725097656250e+02,3.541909179687500000e+02
1.825303039550781250e+02,3.542213134765625000e+02
1.824361267089843750e+02,3.542135620117187500e+02
1.733913726806640625e+02,3.528108825683593750e+02
1.743513641357421875e+02,3.529521179199218750e+02
1.761652832031250000e+02,3.534893493652343750e+02
1.764842834472656250e+02,3.533510131835937500e+02
1.764496917724609375e+02,3.534280090332031250e+02
1.789776611328125000e+02,3.539226684570312500e+02
1.814207916259765625e+02,3.541767578125000000e+02
1.779132080078125000e+02,3.532680358886718750e+02
1.774815063476562500e+02,3.530123901367187500e+02
1.776837158203125000e+02,3.530406799316406250e+02
1.890332336425781250e+02,3.536876831054687500e+02
1.916541137695312500e+02,3.537560729980468750e+02
1.892144165039062500e+02,3.545178222656250000e+02
1.891829528808593750e+02,3.549188537597656250e+02
1.894687194824218750e+02,3.549382934570312500e+02
1.905778961181640625e+02,3.548163452148437500e+02
1.913240356445312500e+02,3.549151611328125000e+02
1.905637054443359375e+02,3.548647155761718750e+02
1.905343627929687500e+02,3.548229675292968750e+02
1.905589599609375000e+02,3.548021850585937500e+02
1.912659912109375000e+02,3.550427856445312500e+02
1.912997436523437500e+02,3.550371704101562500e+02
1.922499847412109375e+02,3.551714172363281250e+02
1.924590454101562500e+02,3.551396789550781250e+02
1.925712280273437500e+02,3.551026916503906250e+02
1.927378845214843750e+02,3.551234436035156250e+02
1.929843444824218750e+02,3.552672424316406250e+02
1.938470611572265625e+02,3.553933715820312500e+02
1.940886230468750000e+02,3.554045715332031250e+02
1.940772705078125000e+02,3.553840942382812500e+02
1.864190673828125000e+02,3.542077636718750000e+02
1.808575134277343750e+02,3.540756530761718750e+02
1.836417236328125000e+02,3.550487060546875000e+02
1.842356567382812500e+02,3.546805725097656250e+02
1.841625976562500000e+02,3.543232421875000000e+02
1.782027893066406250e+02,3.537207641601562500e+02
1.797987976074218750e+02,3.540708007812500000e+02
1.793822631835937500e+02,3.536600952148437500e+02
1.794054565429687500e+02,3.536568603515625000e+02
1.796656188964843750e+02,3.537149658203125000e+02
1.780021667480468750e+02,3.537777099609375000e+02
1.729228057861328125e+02,3.532334594726562500e+02
1.780542144775390625e+02,3.543043212890625000e+02
1.787743072509765625e+02,3.544361572265625000e+02
1.783973083496093750e+02,3.543991394042968750e+02
1.841250610351562500e+02,3.547252197265625000e+02
1.801539611816406250e+02,3.542381591796875000e+02
1.794802246093750000e+02,3.540618591308593750e+02
1.795801696777343750e+02,3.539727172851562500e+02
1.795411987304687500e+02,3.539026794433593750e+02
1.876201477050781250e+02,3.546204528808593750e+02
1.937447204589843750e+02,3.537322692871093750e+02
1.907453308105468750e+02,3.549808959960937500e+02
1.899839477539062500e+02,3.554287109375000000e+02
1.904022521972656250e+02,3.554318847656250000e+02
1.896308593750000000e+02,3.548678894042968750e+02
1.888262023925781250e+02,3.546298828125000000e+02
1.902720642089843750e+02,3.546934814453125000e+02
1.905812683105468750e+02,3.547823486328125000e+02
1.904730529785156250e+02,3.547862548828125000e+02
1.832809753417968750e+02,3.534701232910156250e+02
1.729889373779296875e+02,3.528058776855468750e+02
1.758065185546875000e+02,3.537129821777343750e+02
1.761874084472656250e+02,3.537654418945312500e+02
1.769687652587890625e+02,3.537683105468750000e+02
1.703041687011718750e+02,3.527356567382812500e+02
1.667375946044921875e+02,3.526419067382812500e+02
1.677987060546875000e+02,3.530683593750000000e+02
1.684735412597656250e+02,3.526310119628906250e+02
1.686689453125000000e+02,3.526635131835937500e+02
1.737395935058593750e+02,3.537189941406250000e+02
1.826070709228515625e+02,3.528886108398437500e+02
1.807387695312500000e+02,3.535565795898437500e+02
1.800874938964843750e+02,3.542101745605468750e+02
1.803483734130859375e+02,3.538372497558593750e+02
1.842966613769531250e+02,3.549405517578125000e+02
1.868372497558593750e+02,3.549458923339843750e+02
1.845673980712890625e+02,3.545667724609375000e+02
1.840841979980468750e+02,3.545068054199218750e+02
1.840524902343750000e+02,3.545934448242187500e+02
1.795625000000000000e+02,3.542372741699218750e+02
1.775356750488281250e+02,3.543378601074218750e+02
1.797259979248046875e+02,3.549251403808593750e+02
1.804638977050781250e+02,3.552644042968750000e+02
1.805191345214843750e+02,3.554022216796875000e+02
1.860988464355468750e+02,3.562156982421875000e+02
1.858823089599609375e+02,3.559304199218750000e+02
1.840020751953125000e+02,3.557310791015625000e+02
1.841078338623046875e+02,3.555500488281250000e+02
1.842136230468750000e+02,3.554541015625000000e+02
1.782588195800781250e+02,3.537453918457031250e+02
1.785541076660156250e+02,3.540426940917968750e+02
1.791411132812500000e+02,3.544305114746093750e+02
1.790857543945312500e+02,3.543015747070312500e+02
1.790885925292968750e+02,3.543647155761718750e+02
1.922966613769531250e+02,3.547733154296875000e+02
1.890486602783203125e+02,3.547737121582031250e+02
1.876680908203125000e+02,3.552063598632812500e+02
1.875534667968750000e+02,3.550608520507812500e+02
1.872200622558593750e+02,3.547532043457031250e+02
1.802321472167968750e+02,3.540056152343750000e+02
1.745485839843750000e+02,3.536178283691406250e+02
1.772366027832031250e+02,3.546444396972656250e+02
1.776564941406250000e+02,3.549238281250000000e+02
1.779824523925781250e+02,3.551445922851562500e+02
1.783195190429687500e+02,3.552069091796875000e+02
1.772256164550781250e+02,3.550104980468750000e+02
1.784550933837890625e+02,3.551957092285156250e+02
1.788287658691406250e+02,3.551713256835937500e+02
1.788246002197265625e+02,3.550645751953125000e+02
1.898788757324218750e+02,3.549674072265625000e+02
1.859700317382812500e+02,3.549492187500000000e+02
1.856890869140625000e+02,3.551730041503906250e+02
1.856519165039062500e+02,3.548805236816406250e+02
1.853381347656250000e+02,3.547679443359375000e+02
1.782897644042968750e+02,3.537556152343750000e+02
1.737710418701171875e+02,3.537238159179687500e+02
1.768362426757812500e+02,3.549323425292968750e+02
1.776587219238281250e+02,3.550454101562500000e+02
1.779996643066406250e+02,3.551733703613281250e+02
1.747866516113281250e+02,3.539742126464843750e+02
1.686689147949218750e+02,3.526289672851562500e+02
1.713440093994140625e+02,3.538423156738281250e+02
1.723114318847656250e+02,3.534200134277343750e+02
1.721854858398437500e+02,3.535436096191406250e+02
1.791562957763671875e+02,3.552165222167968750e+02
1.721705322265625000e+02,3.537372436523437500e+02
1.753323669433593750e+02,3.544079284667968750e+02
1.759530029296875000e+02,3.544256286621093750e+02
1.757417602539062500e+02,3.543017272949218750e+02
1.660127410888671875e+02,3.529527893066406250e+02
1.670075378417968750e+02,3.541591491699218750e+02
1.669213867187500000e+02,3.541868286132812500e+02
1.680127105712890625e+02,3.546449584960937500e+02
1.684239501953125000e+02,3.548543090820312500e+02
1.654205627441406250e+02,3.542907409667968750e+02
1.584671630859375000e+02,3.526690063476562500e+02
1.605977783203125000e+02,3.535191650390625000e+02
1.623164672851562500e+02,3.539339599609375000e+02
1.622511596679687500e+02,3.539749755859375000e+02
1.616495361328125000e+02,3.541099853515625000e+02
1.673252563476562500e+02,3.556445922851562500e+02
1.632718963623046875e+02,3.542180175781250000e+02
1.636511840820312500e+02,3.541300048828125000e+02
1.642077026367187500e+02,3.541098022460937500e+02
1.706112670898437500e+02,3.553460693359375000e+02
1.679936828613281250e+02,3.550485229492187500e+02
1.685242614746093750e+02,3.550064697265625000e+02
1.685787048339843750e+02,3.548960266113281250e+02
1.683886718750000000e+02,3.547820434570312500e+02
1.671763305664062500e+02,3.542128906250000000e+02
1.641750488281250000e+02,3.526007385253906250e+02
1.637618103027343750e+02,3.532565612792968750e+02
1.639330444335937500e+02,3.531591491699218750e+02
1.638565368652343750e+02,3.531569213867187500e+02
1.627941284179687500e+02,3.535599670410156250e+02
1.587480316162109375e+02,3.525960998535156250e+02
1.632921295166015625e+02,3.538624877929687500e+02
1.635421295166015625e+02,3.539715576171875000e+02
1.633953552246093750e+02,3.539225158691406250e+02
1.721831970214843750e+02,3.548956604003906250e+02
1.769289550781250000e+02,3.547694396972656250e+02
1.750672302246093750e+02,3.553661499023437500e+02
1.744295501708984375e+02,3.556026000976562500e+02
1.740157928466796875e+02,3.548554382324218750e+02
1.662005920410156250e+02,3.530838623046875000e+02
1.648222656250000000e+02,3.531728515625000000e+02
1.652633972167968750e+02,3.534999084472656250e+02
1.646292877197265625e+02,3.531621704101562500e+02
1.642836456298828125e+02,3.533419494628906250e+02
1.640108337402343750e+02,3.531837158203125000e+02
1.602293090820312500e+02,3.490347290039062500e+02
1.601531066894531250e+02,3.504152832031250000e+02
1.610135650634765625e+02,3.501297607421875000e+02
1.614040222167968750e+02,3.499973449707031250e+02
1.661574096679687500e+02,3.517169799804687500e+02
1.668257751464843750e+02,3.526642456054687500e+02
1.651738281250000000e+02,3.523398742675781250e+02
1.648685455322265625e+02,3.520036315917968750e+02
1.651026916503906250e+02,3.521050415039062500e+02
1.791316223144531250e+02,3.533564453125000000e+02
1.758757934570312500e+02,3.536618957519531250e+02
1.753099975585937500e+02,3.537479248046875000e+02
1.747598571777343750e+02,3.530249633789062500e+02
1.744557647705078125e+02,3.526804504394531250e+02
1.595324401855468750e+02,3.507865600585937500e+02
1.610362396240234375e+02,3.521521606445312500e+02
1.589753265380859375e+02,3.515096130371093750e+02
1.587269592285156250e+02,3.514182739257812500e+02
1.594904479980468750e+02,3.517206115722656250e+02
1.682640228271484375e+02,3.525586242675781250e+02
1.690111083984375000e+02,3.524921264648437500e+02
1.681868743896484375e+02,3.525937805175781250e+02
1.689457855224609375e+02,3.530368041992187500e+02
1.688002777099609375e+02,3.524731445312500000e+02
