Time,pressure,h_ref_out,m_ref_in,m_ref_out,h_ref_in,m_cool,T_cool_in,T_ref_in,T_ref_out,T_cool_out,z_tpsh,gamma,eps_tp,eps_sh,fval,ef
43960,142.295462246693,340.825797279409,0.0124400640565638,0.0124400640565638,207.865569803265,0.222910948687924,-10.4105378112201,-21.4558653501136,-21.4597953465023,-12.84424920055,1,0.494282439998068,0.286332498274103,-0.555485534161435,2.02326684624086e-09,2
43962,144.69496468065,341.809573537252,0.0117747793331185,0.0117747793331185,208.68208290903,0.200008509784379,-10.4401766427357,-21.0416892862585,-21.0450720604467,-12.8773298534907,1,0.515077532788036,0.245447584476947,-0.599991712683188,4.14241795253966e-08,2
43964,144.766022125489,341.293026071513,0.0117747793331185,0.0117747793331185,208.658668536985,0.200005290615398,-10.4401766427431,-21.0297799295981,-21.0331627063921,-12.8993972695791,1,0.495995354013115,0.240072669460571,-0.623963044130573,2.69966519057427e-07,2
43966,144.64911984747,340.971609127513,0.0117747793331185,0.0117747793331185,208.634256312476,0.200003713567865,-10.4401766427493,-21.0493729605999,-21.0527557388406,-12.9180927224238,1,0.496212525755032,0.241063840317824,-0.634707695260766,1.56279635785454e-07,0
43968,144.581805025011,340.82440581176,0.0117747793331185,0.0117747793331185,208.622243559328,0.200002803033458,-10.4401766427548,-21.0606550454129,-21.0640378242795,-12.9343500942462,1,0.495949541832828,0.241800276427413,-0.640556469330994,8.65629111190064e-07,2
43970,144.548915386146,340.744242715586,0.0127859792869707,0.0127859792869707,207.582928903462,0.237437524405935,-10.6163174040774,-21.065864166966,-21.0698534277983,-12.9487386476787,1,0.495984050217652,0.278068462712848,-0.232152607089738,1.59046871376722e-07,2
43972,146.386685708931,346.105289679033,0.0128365392846634,0.0128365392846634,207.882180865124,0.278615542990504,-10.6251244417635,-20.7578353967614,-20.7618549853893,-12.9250806375312,1,0.822919243210768,0.208017663272446,-0.0976273693971743,3.47648890546524e-05,2
43974,146.814589881601,347.734960911645,0.0128365392846634,0.0128365392846634,207.982375887284,0.278608993607191,-10.6251244417591,-20.6861178941078,-20.6901374725312,-12.899251963406,1,0.49618993077732,0.207962333803943,-0.0626988790657992,9.80852807623749e-07,0
43976,146.953154707901,348.158309278928,0.0128365392846634,0.0128365392846634,208.010040273126,0.278607049254911,-10.625124441755,-20.6628941817489,-20.6669137574539,-12.8756825364517,1,0.495250022748709,0.205899114010412,-0.0558286282857851,3.60148024795024e-08,0
43978,146.981380067545,348.240967747283,0.0128365392846634,0.0128365392846634,208.015512091228,0.278606754307441,-10.6251244417516,-20.658163561073,-20.6621831362047,-12.8558951752804,1,0.787895374573369,0.205255759959863,-0.0578809267133175,8.14049033408932e-05,2
43980,146.984283641662,348.215273625282,0.0150273104092369,0.0150273104092369,207.531287901303,0.279570389887825,-10.4303740623715,-20.6568799570865,-20.662493451719,-12.8392193482537,1,0.494676631571905,0.103160610616541,-0.741482209010865,3.37947934534114e-08,2
43982,141.01863872487,338.673421474876,0.0170189205224855,0.0170189205224855,206.572928223365,0.28226546388918,-10.2533282629218,-21.6756719718377,-21.6829819773677,-12.8130128484837,1,0.495234699174055,0.225092206613321,-0.834586607269925,7.9908990969868e-05,2
43984,140.658975189559,337.241786650392,0.0170189205224855,0.0170189205224855,206.519252774929,0.282279982989502,-10.2533282629211,-21.7380645040019,-21.7453745205269,-12.8093416956538,1,0.495011509715105,0.231136629422892,-0.845713704613641,3.39404800250827e-06,2
43986,140.655058197626,337.091851003176,0.0170189205224855,0.0170189205224855,206.515105305607,0.282285053022409,-10.2533282629211,-21.7387440022309,-21.7460540205988,-12.8093188503489,1,0.495078194193954,0.23178106104711,-0.842489037290197,1.3010512226665e-05,2
43988,140.683389663304,337.141757706907,0.0170189205224855,0.0170189205224855,206.517659411442,0.282286659823455,-10.2533282629212,-21.7338292086336,-21.7411392270082,-12.809997348876,1,0.495367882676991,0.231765083505346,-0.838265909907887,1.98002773993267e-05,0
43990,140.702667894783,337.203298405511,0.0162215204784001,0.0162215204784001,206.067216018835,0.276216336981961,-10.2838760475201,-21.7308131927077,-21.7374666706133,-12.8107004448071,1,0.499400268459122,0.22245130806995,-0.738820491789206,0.000488974558026912,0
43992,140.475599858127,338.445948200544,0.0156234704453361,0.0156234704453361,205.755648134959,0.261046050465749,-10.3067868860438,-21.7704499610933,-21.7766110386947,-12.8294290412537,1,0.532354296989748,0.230521601485274,-0.702709849525513,0.0245936376581934,0
43994,140.564517264476,338.956249969576,0.0156234704453361,0.0156234704453361,205.7756871664,0.261043626573393,-10.3067868860468,-21.7550250390815,-21.7611861131143,-12.8447442978703,1,0.497865797973578,0.232873659663264,-0.694970641746383,0.00013629922661156,0
43996,140.59345103238,339.071742887095,0.0156234704453361,0.0156234704453361,205.780636161037,0.261042531596851,-10.3067868860492,-21.7500057616821,-21.7561668348836,-12.8566315104129,1,0.496513120162942,0.2323865197659,-0.694686776672258,2.43353600988667e-06,0
43998,140.595752386698,339.087430078417,0.0156234704453361,0.0156234704453361,205.781232404314,0.261041959325401,-10.3067868860511,-21.7496065349245,-21.7557676079652,-12.8663130169322,1,0.495190936517488,0.232300665309483,-0.695007370662803,5.25935317505564e-06,0
44000,140.591626427126,339.080686904811,0.0154773022160781,0.0154773022160781,205.826016258484,0.25933143441529,-10.3301783998034,-21.7503770569261,-21.7564285854775,-12.8741489178499,1,0.495146019187937,0.234497746399473,-0.749782974022209,1.1542084404154e-06,2
44002,140.710348192406,338.417127111568,0.0140887040381269,0.0140887040381269,206.236189339902,0.225149540004244,-10.5523977806076,-21.7303021681489,-21.7353130199314,-12.9332302454348,1,0.495100586295818,0.23976721936686,-0.820544020313502,1.91733831287049e-05,0
44004,140.423004891431,337.638291230253,0.0140887040381269,0.0140887040381269,206.192002905271,0.225140605514753,-10.5523977806201,-21.7801489706481,-21.7851598253061,-12.9804308645142,1,0.495609759936814,0.241378146027694,-0.851194568590434,8.93794176276655e-09,2
44006,140.246154650405,337.211590251888,0.0140887040381269,0.0140887040381269,206.166839319981,0.225136287556505,-10.5523977806306,-21.8108280190957,-21.8158388754166,-13.0199792484902,1,0.496207705073637,0.24287757776529,-0.866683132691188,2.61443700923914e-06,0
44008,140.155176212044,336.994364313091,0.0140887040381269,0.0140887040381269,206.153992201715,0.225133965904766,-10.5523977806395,-21.8266104794489,-21.8316213366334,-13.0535546221497,1,0.49696505873841,0.243676028556901,-0.87376633693235,3.49450860969222e-07,0
44010,140.110879763626,336.892875210831,0.0137848672869714,0.0137848672869714,206.403378930293,0.223337624881857,-10.6057960061546,-21.8343946170117,-21.839205828664,-13.0823158292486,1,0.52073476112813,0.313291081642313,-0.78414575867352,0.0010919946093171,0
44012,142.926579610234,338.742180292057,0.0119618467800389,0.0119618467800389,208.202635861181,0.200028230930022,-10.926185359374,-21.3465407689627,-21.3501540887081,-13.1501359894903,1,0.496908289749806,0.248461122816879,-0.861971932077566,4.75070592518924e-08,2
44014,142.855589004515,338.073644112973,0.0119618467800389,0.0119618467800389,208.163743564442,0.200016165730666,-10.9261853593903,-21.3588558448133,-21.3624691663543,-13.1984720639533,1,0.494561337319716,0.242765439001654,-0.905159214438862,6.97830197945845e-07,2
44016,142.614441263767,337.492693576971,0.0119618467800389,0.0119618467800389,208.119025171462,0.2000101466275,-10.9261853594038,-21.4006888849687,-21.4043022086316,-13.2388971509805,1,0.496063871369605,0.244377215987477,-0.930284867899978,1.7975159010131e-07,0
44018,142.460490102052,337.152524367964,0.0119618467800389,0.0119618467800389,208.09210539231,0.200006934360629,-10.9261853594155,-21.4273955218004,-21.4310088467767,-13.2735625716521,1,0.496452034747194,0.245699554247086,-0.944038676709111,1.73697706317577e-07,0
44020,142.372265662582,336.963946748305,0.011705208683013,0.011705208683013,208.364681033263,0.200005044942238,-10.7033374400153,-21.4427759210235,-21.4462378706497,-13.3039496403916,1,0.514550417134822,0.294354182116085,-0.79947798443756,0.0265699943920296,2
44022,144.141949589646,338.974407225414,0.0114229067762844,0.0114229067762844,208.908109120377,0.199969511666389,-10.4582047286505,-21.1358637242504,-21.1391591552047,-13.2613593485817,1,0.496116002752919,0.253034335874522,-0.697299898943588,4.27554578753477e-08,0
44024,144.795003295306,340.113860637966,0.0114229067762844,0.0114229067762844,209.014112633558,0.199983134178793,-10.458204728638,-21.0250220911007,-21.0282059526799,-13.224684589223,1,0.496419943651391,0.247285598528242,-0.646283114092475,3.79503630992103e-07,2
44026,145.162913158944,340.823148506589,0.0114229067762844,0.0114229067762844,209.077547618182,0.199990229761213,-10.4582047286273,-20.9633597384363,-20.9665435976916,-13.1930908190727,1,0.496000685834909,0.243780787019233,-0.617177250920281,2.2857978966891e-07,2
44028,145.361928981006,341.222785364349,0.0114229067762844,0.0114229067762844,209.112845433984,0.199993844791141,-10.4582047286181,-20.9300043299847,-20.9331881878156,-13.1658786485088,1,0.495865075688053,0.241598771214751,-0.602475583940353,3.36013950423296e-08,2
44030,145.460667952269,341.42388085967,0.0114303873082853,0.0114303873082853,209.242923518872,0.199995627226297,-10.4703737220157,-20.9134534047949,-20.9166414552136,-13.1423127301394,1,0.495958791984333,0.293389795656791,-0.722202682585283,5.07339671082005e-08,2
44032,147.249771015003,340.384768337638,0.0115799979483044,0.0115799979483044,211.545327217033,0.200013118383241,-10.7137535901281,-20.6135545939093,-20.6168264938452,-13.1492525972241,1,0.493863666034792,0.2398733762341,-0.86829967418768,1.52574244665692e-07,2
44034,146.910232635023,338.790393396211,0.0115799979483044,0.0115799979483044,211.434608335444,0.200006213081407,-10.7137535901281,-20.6704618323281,-20.6737337398595,-13.1489587919847,1,0.495442686297639,0.238018471602086,-0.929223857562538,1.16569908646852e-07,2
44036,146.561172904296,337.980161902925,0.0115799979483044,0.0115799979483044,211.367505918196,0.200003066249009,-10.7137535901282,-20.7289648682307,-20.7322367793568,-13.1491072506984,1,0.495596922762096,0.242159313978981,-0.955868682239817,4.41471366388828e-08,0
44038,146.393396732965,337.62054789872,0.0115799979483044,0.0115799979483044,211.336984584583,0.200001518456925,-10.7137535901285,-20.7570844550536,-20.760356367738,-13.149784841176,1,0.495659396869617,0.24420873572161,-0.967605852115642,1.2689757999758e-08,2
44040,146.314817021312,337.460583289519,0.0115333023467045,0.0115333023467045,211.636151383164,0.200548057242349,-10.7323707055148,-20.7702671484128,-20.7735138759467,-13.1506477602786,1,0.493458338038768,0.530012610087612,-0.855611450464176,4.38128121587257e-05,0
44042,154.897371702317,341.018743213331,0.0105526947131064,0.0105526947131064,219.044957958496,0.224100763252906,-11.1233301284853,-19.3546520048259,-19.3572778816522,-13.1518605862143,1,0.49701773059422,0.242789314555713,-1.10846448706817,6.83300986056688e-07,0
44044,155.161479262854,338.916468406475,0.0105526947131064,0.0105526947131064,218.9179351118,0.224087737042776,-11.1233301284792,-19.3118838153224,-19.3145097011797,-13.1285715033043,1,0.495254749236857,0.218638084399868,-1.22733750493938,2.04800113103665e-05,0
44046,154.659198582885,337.537108432814,0.0105526947131064,0.0105526947131064,218.78862327862,0.22408276620856,-11.1233301284737,-19.3932204956127,-19.3958463877038,-13.107873323681,1,0.515956568898633,0.223135998539053,-1.27803234332387,0.000220408923968138,0
44048,154.361513725163,336.921895211672,0.0105526947131064,0.0105526947131064,218.726144885197,0.224080877102631,-11.1233301284694,-19.441426009572,-19.4440519044417,-13.0914533328298,1,0.508358988514299,0.22605253187751,-1.29695523495566,0.000698462437526337,0
44050,154.223233049406,336.667148679991,0.01,0.01,211.513435850113,0.22803395875157,-10.8786824947373,-19.4639521828918,-19.4663106173177,-13.0778867627436,1,0.507296069882458,0.079368385322486,-0.843692675733648,0.0292606348733805,2
44052,149.555108890045,339.874460785913,0.01,0.01,211.4230766311,0.23197182534462,-10.8786824946884,-20.227591266488,-20.2300322858515,-13.0382300810687,1,0.498692465033316,0.215973411006192,-0.468811291152556,8.77076503502112e-06,0
44054,150.086575361603,344.196335656703,0.01,0.01,211.781114696223,0.231979921116324,-10.8786824946835,-20.1385165421023,-20.1409575401906,-13.0186048248208,1,0.495144126714247,0.226027622204802,-0.290880228561543,1.69490311763348e-08,2
44056,150.883788742284,346.269407717828,0.01,0.01,211.994613275583,0.231983089120058,-10.8786824946787,-20.0051047123453,-20.0075348533423,-12.9994744986749,1,0.505892097003025,0.217631532749324,-0.221225869198259,0.000101023083951444,0
44058,151.285326082291,347.08410434004,0.01,0.01,212.08452555903,0.231984667203956,-10.8786824946741,-19.9397013311218,-19.9420597782735,-12.9809869347518,1,0.49546473816385,0.212100281510447,-0.196880130301308,1.71740953170968e-06,2
44060,151.446457446045,347.357834972191,0.01,0.01,214.04314927883,0.2370320911469,-10.873341587027,-19.9136085687999,-19.9159670146802,-12.9640247579681,1,0.496067636779473,0.282550030917351,-0.158986355966712,2.2666094702744e-07,2
44062,154.217129157168,348.162140232673,0.01,0.01,214.736479024367,0.244317310366243,-10.8721547186032,-19.4649406181789,-19.4672990462434,-12.9298935759051,1,0.498738159874368,0.210635130408547,-0.23274966430895,1.14085823138009e-05,0
44064,154.431090510133,347.454029923458,0.01,0.01,214.698909577547,0.244318373422781,-10.8721547185954,-19.430292843721,-19.4326512753159,-12.8946115371579,1,0.496084890191119,0.201845908772189,-0.269911965287215,6.15545186551322e-07,0
44066,154.317712003333,347.056816551631,0.01,0.01,214.660518321769,0.244319397815937,-10.8721547185888,-19.4486527599128,-19.4510111935936,-12.8653817120942,1,0.50360787247019,0.203041399417743,-0.283165628181942,6.12645409618227e-05,0
44068,154.253016253703,346.910625034423,0.01,0.01,214.644700744266,0.244320159186362,-10.8721547185834,-19.4591292478905,-19.4614876823688,-12.8415834123489,1,0.496617319918682,0.203613198895389,-0.287447445624327,1.42138058433934e-05,0
44070,154.226858243744,346.866773258151,0.01,0.01,213.461397795721,0.255520177830547,-10.7011828401245,-19.4633651378917,-19.4657235726269,-12.821187720884,1,0.495640986482911,0.234419095719143,0.0962058578421335,1.69044773377347e-07,0
44072,155.662535187617,350.867399210019,0.01,0.01,212.693052494044,0.289082113968682,-10.5302109615056,-19.2308791957584,-18.8856562463354,-12.7076536253458,0.956886525098481,0.495386012878765,0.188169841205336,0.095827343643128,2.49210791006698e-10,2
44074,156.254851255161,350.942337024855,0.01,0.01,212.743396658678,0.289097693809701,-10.530210961489,-19.1349626530973,-18.7758670323767,-12.6038030877721,0.955088828417284,0.495128473341952,0.179361282506101,0.0970335426607027,1.13271960137684e-12,2
44076,156.390560941343,350.968191362661,0.01,0.01,212.755611525615,0.28910475042085,-10.5302109614756,-19.1129865425523,-18.7404641273679,-12.5198267445526,0.953590284239083,0.494591362691535,0.177892891914626,0.0974757112247581,3.19475191328966e-08,2
44078,156.445189528473,350.978267110453,0.01,0.01,212.760505334542,0.289108413870171,-10.5302109614647,-19.1041402773823,-18.726593634814,-12.4519421988767,0.953034252680156,0.493604367131249,0.17736290852803,0.0951702322838184,2.42203984276762e-11,2
44080,156.46985576935,350.957841572894,0.0122616646398303,0.0122616646398303,214.642591273694,0.280652091397749,-10.6714264318797,-19.099530636023,-18.749716868451,-12.3959924419603,0.952764784320404,0.739050223298849,0.157375931311932,-0.538398287740797,4.06493284153586e-06,2
44082,152.185821198581,343.737397868103,0.0131097888797667,0.0131097888797667,214.767665572504,0.265877401946197,-10.7243822333479,-19.7930338475841,-19.7970844051209,-12.4524355003238,1,0.494822529778568,0.205820699780596,-0.79028468815664,5.46068170109887e-05,0
